Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
24-Mar-2020 10:00 AM,05-May-2020 01:00 PM,24-Mar-2020 11:00 AM,05-May-2020 12:00 PM,NA ,NA ,24-Mar-2020 11:00 AM,05-May-2020 12:00 PM,21-May-2020 11:00 AM,Xen HPPWD Division Baijnath,Xen HPPWD Division Baijnath,Construction of 71.00 Mtr span pre stressed box girder cantilever bridge over Binwa Khad on Balh Bajuri (Dhandhol) to Jamthala Lad Bharol Road Km 10-495,C/O Approaches Dhandhol Side at Km 10/408.30 to 10/442.40 and Jamthala side at Km 10/550 to 10/555 U.S and 10/550 to 10/560 D.S side,Please refer Tender documents. ,NA ,"81,52,552",Civil Works - Bridges,NA ,Tender,120.0,365.0,Baijnath,176125.0,NA ,NA ,NA ,Xen HPPWD Division Baijnath,No ,No,1.0,extend tenderdate,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,PWD,PWd-BD-NIT-2019-20-22538-87,2020_PWD_36528_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,14,100",No,fixed,,EE Baijnath,Baijnath,"2,000",EE Baijnath,Baijnath,No,1.0,DD - Demand Draft,AOC,Er S K Sood,Internal,"Sr. Divisional Account Officer, Supdt GII, HDM AE Baijnath",Sanjiv Kumar,15-May-2020 05:25 PM,21-May-2020 11:00 AM,techsummary_53912.pdf (298.53 KB),PWD,2020_PWD_36528_1,PWd-BD-NIT-2019-20-22538-87,Construction of 71.00 Mtr span pre stressed box girder cantilever bridge over Binwa Khad on Balh Bajuri (Dhandhol) to Jamthala Lad Bharol Road Km 10-495,29-Sep-2020,"INR 12,169,037",365.0,Sanjiv Kumar,29-Sep-2020 12:27 PM,award71mtr.pdf (297.00 KB),Er S K Sood,Internal,HDM SupdtGII Sr DAO AE Baijnath,Sanjiv Kumar,29-Sep-2020 12:25 PM,finsummary_53912.pdf (93.45 KB),1.0,157623.0,Anil Katoch,INR,"12,169,037",Finance,Financial Bid open successfully.,Sanjiv Kumar,29-Sep-2020 12:23 PM,finance_53912.pdf,BOQ Comparative Chart,1.0,157623.0,Anil Katoch,05-May-2020 11:54 AM,Accepted-AOC,Lower Side,29-Sep-2020 12:28 PM,Technical,5 Bidders participated in this work and 2 bidders found responsive hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,15-May-2020 05:22 PM,technical_53912.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Others,Other,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,157620.0,BINWA CONSTRUCTION COMPANY,05-May-2020 11:46 AM,Rejected-Finance,Higher Side,29-Sep-2020 12:26 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,157591.0,GALAXY ASSOCIATE,05-May-2020 11:21 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2020 05:22 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST Registration and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,157467.0,RAKESH SHARMA,03-May-2020 03:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2020 05:22 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,157462.0,SUKH RAM,03-May-2020 10:15 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2020 05:22 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that - arbitration / litigation case with PWD is pending in any court of law.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery with proof of ownership required as per SBD if hiring affidavit of consent required from o,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done amount not less than 40 percent of the estimated cost (without LD) in last 5year,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
