Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
04-Mar-2020 06:00 PM,18-Mar-2020 11:00 AM,04-Mar-2020 06:00 PM,17-Mar-2020 04:00 PM,NA ,NA ,04-Mar-2020 06:00 PM,17-Mar-2020 04:00 PM,19-Mar-2020 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),"2,000",Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,1.0,DD - Demand Draft,Annual Surfacing on Koti to Piran road km. 0/00 to 28/00 (SH Annual Surfacing Bituminous concrete 30mm thick including correction in km. 0/00 to 10/00)(Under AMP-2020-21).,Annual Surfacing on Koti to Piran road km. 0/00 to 28/00 (SH Annual Surfacing Bituminous concrete 30mm thick including correction in km. 0/00 to 10/00)(Under AMP-2020-21).,As per SBD ,NA ,"90,81,320",Civil Works,NA ,Tender,120.0,90.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,"1,23,000",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,PWD,SD-I-CTR-Tender-25221 dt 17-02-2020,2020_PWD_35901_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,155242.0,P K Construction Shimla Pvt Ltd,16-Mar-2020 05:45 PM,Accepted-AOC,Awarded,05-Sep-2020 10:43 AM,Technical,Bid opening summary,Pradeep Kumar Bhardwaj,18-Mar-2020 04:33 PM,technical_52784.pdf,1.0,155242.0,P K Construction Shimla Pvt Ltd,INR,"10,540,157",Finance,Bid opening summary,Pradeep Kumar Bhardwaj,20-Mar-2020 12:53 PM,finance_52784.pdf,BOQ Comparative Chart,ErPardeepKumarBhardwaj,Internal,Sh AmarSinghVermaHDMShsatyapalsharmasupdtrajeshChauhanSrDAO,Rajeev Shaunak,19-Mar-2020 12:17 PM,19-Mar-2020 03:00 PM,techsummary_52784.pdf (851.74 KB),PWD,2020_PWD_35901_5,SD-I-CTR-Tender-25221 dt 17-02-2020,Annual Surfacing on Koti to Piran road km. 0/00 to 28/00 (SH Annual Surfacing Bituminous concrete 30mm thick including correction in km. 0/00 to 10/00)(Under AMP-2020-21).,05-Sep-2020,"INR 9,081,320",90.0,Pradeep Kumar Bhardwaj,05-Sep-2020 10:43 AM,AOC35901_5.pdf (2261.00 KB),AOC,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsupdtShSanjeevchauhansrAssistant,Pradeep Kumar Bhardwaj,05-Sep-2020 10:38 AM,finsummary_52784.pdf (728.43 KB),AOC
,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
