Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Finance,finsummary,Swaroop Kumar,10-Feb-2020 03:20 PM,finance_49796.pdf,BOQ Comparative Chart,1.0,147187.0,MANOHAR LAL GOVT CONTRACTOR,INR,"653,386",Technical,pretech,Swaroop Kumar,29-Jan-2020 03:40 PM,technical_49796.pdf,1.0,147198.0,Bikesh Kumar Govt Contractor,28-Jan-2020 07:24 PM,Rejected-AOC,Higher,06-Sep-2020 04:44 PM,EE,Internal,Supdt/EE/HDM/DAO,Swaroop Kumar,10-Feb-2020 03:37 PM,finsummary_49796.pdf (476.36 KB),17-Feb-2020,"INR 590,700",90.0,Arvind Lakhanpal,06-Sep-2020 04:43 PM,Jandrooropa.pdf (956.00 KB),Award,PWD,2020_PWD_34264_1,PW/TDD/GA-NIT/2019-20-12438 dt. 01.01.202,C/O link road from Jandroo to village Ropa km. 0/0 to 0/800,EE,Internal,SUPDT/HDM/DAO,Swaroop Kumar,03-Feb-2020 04:38 PM,04-Feb-2020 03:30 PM,techsummary_49796.pdf (524.15 KB),AOC,1.0,DD - Demand Draft,350.0,EE Tauni Devi,Hamipur,Yes,C/O link road from Jandroo to village Ropa km. 0/0 to 0/800,C/O 5/7mtr. wide formation cutting at RD. 0/105 to 0/300,Please refer Tender documents. ,NA ,"5,90,700",Civil Works,NA ,Tender,90.0,90.0,"Executive Engineer, HPPWD Division Tauni Devi",177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,"11,900",Yes,fixed,,EE Tauni Devi,Hamirpur,PWD,PW/TDD/GA-NIT/2019-20-12438 dt. 01.01.202,2020_PWD_34264_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD payable at Hamipur,22-Jan-2020 10:30 AM,29-Jan-2020 11:00 AM,22-Jan-2020 10:30 AM,29-Jan-2020 10:30 AM,NA ,NA ,22-Jan-2020 10:30 AM,29-Jan-2020 10:30 AM,04-Feb-2020 03:30 PM,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",AOC
,,,,,,,,,,,,,,,,2.0,147120.0,DESH RAJ GOVT CONTRACTOR,28-Jan-2020 03:59 PM,Rejected-AOC,Higher,06-Sep-2020 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,147187.0,MANOHAR LAL GOVT CONTRACTOR,28-Jan-2020 06:43 PM,Accepted-AOC,Lowest,06-Sep-2020 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,147181.0,MOHINDER PAL GOVT. CONTRACTOR,28-Jan-2020 06:28 PM,Rejected-AOC,Higher,06-Sep-2020 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GTS Registration (General Rule 21) and GST clearance retuned required,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,147193.0,SANJAY KUMAR GOVT CONTRACTOR,28-Jan-2020 07:06 PM,Rejected-AOC,Higher,06-Sep-2020 04:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant must according to works item ALONGWITH PROOF (R.C ) MAY BE UPLOADED",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that not more than two works in hand,,,,,,,,,,,,AOC
