Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Construction of Link road from Dev Nagar Crusher to Rehari Domehar Road Km. 0/00 to 1/00,"SH Construction of Retaining walls at various RDs. 0/765 to 0/780, 0/780 to 0/795, 0/795 to 0/810, 0/810 to 0/825 and 0/825 to 0840",Please refer Tender documents. ,NA ,"10,04,209",Civil Works - Roads,NA ,Tender,120.0,90.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,500.0,EE Dhami,Dhami,No,EE Dhami,SHIMLA RURAL DIVISION HPPWD DHAMI,"20,500",No,fixed,,EE Dhami,Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),27-May-2020 02:50 PM,03-Jun-2020 11:00 AM,27-May-2020 02:50 PM,02-Jun-2020 05:00 PM,NA ,NA ,27-May-2020 02:50 PM,02-Jun-2020 05:00 PM,22-Jun-2020 04:30 PM,PWD,PW.SRDD-CB-CTR-2019-20 1080 DT 11.05.2020,2020_PWD_37582_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,Er Sudhir Kumar Gupta,Internal,Prem Raj Meena member Ram Sawroop member Suresh Kumar Verma member Harish Singh member,Sudhir Kumar Gupta,22-Jun-2020 04:12 PM,22-Jun-2020 04:30 PM,techsummary_55393.pdf (307.93 KB),PWD,2020_PWD_37582_8,PW.SRDD-CB-CTR-2019-20 1080 DT 11.05.2020,Construction of Link road from Dev Nagar Crusher to Rehari Domehar Road Km. 0/00 to 1/00,09-Sep-2020,"INR 1,004,209",90.0,Sudhir Kumar Gupta,09-Sep-2020 03:41 PM,DevnagarCrusharAOC.pdf (206.00 KB),AOC,ErSudhirKumarGuptaEE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDM,Sudhir Kumar Gupta,09-Sep-2020 03:34 PM,finsummary_55393.pdf (95.61 KB),1.0,160354.0,Bhoop Ram,02-Jun-2020 02:57 PM,Rejected-Finance,L4,09-Sep-2020 03:35 PM,Technical,Bid Opening Summary,Sudhir Kumar Gupta,22-Jun-2020 04:04 PM,technical_55393.pdf,1.0,160533.0,DEVENDER KUMAR,INR,"946,394",Finance,Bid opening summary,Sudhir Kumar Gupta,27-Jun-2020 03:49 PM,finance_55393.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,160169.0,Chunilal Verma,01-Jun-2020 12:55 PM,Rejected-Finance,L7,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,160246.0,Deepak Sharma,01-Jun-2020 02:21 PM,Rejected-Technical,Not ok,22-Jun-2020 04:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,160533.0,DEVENDER KUMAR,02-Jun-2020 04:17 PM,Accepted-AOC,L1,09-Sep-2020 03:41 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,160024.0,GOVIND GENERAL STORE AND CIVIL CONTRACTOR,30-May-2020 05:41 PM,Rejected-Technical,Not ok,22-Jun-2020 04:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,160394.0,HUKAM CHAND,02-Jun-2020 11:25 AM,Rejected-Finance,L3,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,160235.0,Karnail Singh,01-Jun-2020 01:56 PM,Rejected-Finance,L6,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,160441.0,NIPUN CHAUHAN ASSOCIATES,02-Jun-2020 01:13 PM,Rejected-Finance,L5,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,160224.0,RAMESH KUMAR,02-Jun-2020 01:58 PM,Rejected-Finance,L8,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10.0,160539.0,VIVEK SHARMA,02-Jun-2020 04:30 PM,Rejected-Finance,L2,09-Sep-2020 03:35 PM,,,,,,,,,,,,,,,,,AOC
