Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
PWD,No.PW/TDD/GA-NIT/2019dt.,2020_PWD_36265_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"36,200",Yes,fixed,,EE Tauni Devi,Hamirpur,500.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",17-Mar-2020 06:30 PM,08-May-2020 11:00 AM,17-Mar-2020 06:30 PM,08-May-2020 10:30 AM,NA ,NA ,17-Mar-2020 06:30 PM,08-May-2020 10:30 AM,19-May-2020 03:30 PM,1.0,Further date postpone/extended,Date,,Periodical renewal on Darkoti kotlu road Km 0/0 to 3/0.(,"P/L 30mm thick bitumen concrete, PCC drain, missing Km. stone and 2.5mm thick applied thermoplastic strip. km. 0/0 to 1/0 , 2/0 to 3/0",Please refer Tender documents. ,NA ,"19,11,559",Civil Works,NA ,Tender,90.0,60.0,Tauni Devi Executive Engineer,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,AOC,PWD,2020_PWD_36265_1,No.PW/TDD/GA-NIT/2019dt.,Periodical renewal on Darkoti kotlu road Km 0/0 to 3/0.(,EE,Internal,Tender Committee Members,Swaroop Kumar,18-May-2020 04:57 PM,19-May-2020 03:30 PM,techsummary_53489.pdf (543.74 KB),EE,Internal,Supdt/HDM/AE,Swaroop Kumar,06-Jul-2020 06:08 PM,finsummary_53489.pdf (535.00 KB),18-Jul-2020,"INR 1,911,559",60.0,Arvind Lakhanpal,06-Sep-2020 05:34 PM,Darkotikotlu.pdf (757.00 KB),award,1.0,157811.0,Arvind Sharma,07-May-2020 07:52 PM,Rejected-AOC,Higher,06-Sep-2020 05:35 PM,Technical,Bidsummary,Swaroop Kumar,18-May-2020 04:15 PM,technical_53489.pdf,Finance,Summary,Swaroop Kumar,06-Jul-2020 02:34 PM,finance_53489.pdf,BOQ Comparative Chart,1.0,156834.0,Piar Chand Chauhan,INR,"2,248,952",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Technical Affidavit or Undertaking,Technical Bid,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,EMD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,156834.0,Piar Chand Chauhan,16-Apr-2020 01:15 PM,Accepted-AOC,Lowest,06-Sep-2020 05:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contract registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,157813.0,umesh sharma,07-May-2020 08:30 PM,Rejected-AOC,Higher,06-Sep-2020 05:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit containing the reality that the contractor has not more than two work in hand (General,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
