Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,HPSIDC Ltd. Shimla,1.0,Fee/PreQual/Technical,.pdf,Contractor registration (as per tender conditions),"Construction of road taking off from Kala Amb Trilokpur road at RD 1900/450 to 1900/1050 upto Jattan Wala at I.A. Kala Amb Distt. Sirmour (HP). (SH- C/o road, RCC culvert, pipe culvert and crate work).","Construction of road taking off from Kala Amb Trilokpur road at RD 1900/450 to 1900/1050 upto Jattan Wala at I.A. Kala Amb Distt. Sirmour (HP). (SH- C/o road, RCC culvert, pipe culvert and crate work).",Please refer Tender documents. ,NA ,"1,01,70,430",Civil Works - Roads,NA ,Tender,120.0,270.0,Bankewara (Kala Amb),173030.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,HP SIDC Limited,Job No 6,2020_SIDC_35428_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,34,200",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,24-Feb-2020 03:00 PM,12-Mar-2020 11:00 AM,24-Feb-2020 03:00 PM,11-Mar-2020 05:00 PM,NA ,NA ,24-Feb-2020 03:00 PM,11-Mar-2020 05:00 PM,15-May-2020 11:00 AM,1.0,ICICI BANK,AOC,Finance,financial summary,Sushant Singh Negi,22-May-2020 11:03 AM,finance_52061.pdf,BOQ Comparative Chart,1.0,153964.0,Lal Singh Chauhan Contractor,11-Mar-2020 03:46 PM,Rejected-Finance,Fourth lowest bidder,22-May-2020 11:14 AM,Technical,Bid opening summary,Sushant Singh Negi,21-Mar-2020 11:12 AM,technical_52061.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P)",Sushant Singh Negi,14-May-2020 03:25 PM,15-May-2020 11:00 AM,techsummary_52061.pdf (698.39 KB),1.0,154043.0,PREM SINGH,INR,"10,117,866",08-Sep-2020,"INR 10,117,866",270.0,Sushant Singh Negi,24-Sep-2020 04:01 PM,premjattanwalla.pdf (2131.00 KB),Award letter,HP SIDC Limited,2020_SIDC_35428_1,Job No 6,"Construction of road taking off from Kala Amb Trilokpur road at RD 1900/450 to 1900/1050 upto Jattan Wala at I.A. Kala Amb Distt. Sirmour (HP). (SH- C/o road, RCC culvert, pipe culvert and crate work).",SE,Internal,"DM, AE(HQ), Dy. Manager(P)",Sushant Singh Negi,22-May-2020 11:14 AM,finsummary_52061.pdf (414.17 KB),AOC
,,,,.pdf,Affidavit that the information furnished with the bid documents is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2.0,154043.0,PREM SINGH,11-Mar-2020 08:55 AM,Accepted-AOC,lowest bidder,24-Sep-2020 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Signe copy of agreement form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,153425.0,rajinder,11-Mar-2020 02:33 PM,Rejected-Finance,Second lowest bidder,22-May-2020 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,154041.0,YOGESH KUMAR,11-Mar-2020 08:25 AM,Rejected-Finance,Third lowest bidder,22-May-2020 11:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof copy of EPT registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Copy of successfully completed similar nature of work done certificate (as per tender conditions).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of machinery / equipment and skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Detail of annual Financial Turn Over (with Breakup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractor working program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
