Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PWD,2761 DATED 23.07.2020,2020_PWD_39292_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,18,050",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,"2,000","Executive Engineer, HPPWD Division Sangrah",Sangrah,No,1.0,ICICI BANK,C/O Helipad at Haripurdhar Tehsil Sangrah Distt. Sirmour HP,Up gradation of helipad to 50Mtx50Mrts. size from existing size including construction of retaining walls and approach road,Please refer Tender documents. ,NA ,"85,53,429",Civil Works,NA ,Tender,120.0,180.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,04-Aug-2020 05:00 PM,19-Aug-2020 11:30 AM,04-Aug-2020 05:00 PM,18-Aug-2020 05:00 PM,NA ,NA ,04-Aug-2020 05:00 PM,18-Aug-2020 05:00 PM,21-Aug-2020 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,26.3.CONTRACTORS REGISTRATION,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",AOC,Executive Engineer,Internal,SUMMARY,Rattan Kumar Sharma,21-Aug-2020 02:51 PM,21-Aug-2020 03:00 PM,techsummary_57985.pdf (832.87 KB),PWD,2020_PWD_39292_1,2761 DATED 23.07.2020,C/O Helipad at Haripurdhar Tehsil Sangrah Distt. Sirmour HP,16-Sep-2020,"INR 8,553,429",180.0,Rattan Kumar Sharma,16-Sep-2020 01:03 PM,74.pdf (5033.00 KB),AOC,Executive Engineer,Internal,Superintendent G-II DAO DHD,Rattan Kumar Sharma,26-Aug-2020 11:50 AM,finsummary_57985.pdf (277.69 KB),1.0,173819.0,DALIP SINGH,18-Aug-2020 03:35 PM,Rejected-Finance,L5,26-Aug-2020 11:50 AM,Technical,Summary,Rattan Kumar Sharma,20-Aug-2020 12:14 PM,technical_57985.pdf,1.0,173368.0,Tapender,INR,"9,650,895",Finance,Summary,Rattan Kumar Sharma,21-Aug-2020 03:22 PM,finance_57985.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.4.GST REGISTRATION,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,173876.0,Er. Ankush Dewan,18-Aug-2020 04:53 PM,Rejected-Finance,L6,26-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.5. WORK DONE CERTIFICATE AND WORK IN HAND CERTIFICATE,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,173874.0,LAL SINGH CHAUHAN,18-Aug-2020 12:57 PM,Rejected-Finance,L4,26-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"26.6. LIST OF MACHINERY ,TOOL",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,173948.0,mohdjaseem,18-Aug-2020 03:43 PM,Rejected-Finance,L7,26-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,26.7. FORM NO 8.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,173452.0,Satish Thakur,18-Aug-2020 03:23 PM,Rejected-Finance,L2,26-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BIDDING CAPACITY/C.A. ANNUAL REPORT AS PER GENERAL RULES 28.2A AND 28.2B.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,173368.0,Tapender,18-Aug-2020 01:03 PM,Accepted-AOC,AOC,16-Sep-2020 01:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof to registration under Employees Provident Funds,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,173074.0,VIKRAM SINGH GOVT. CONTRACTOR,18-Aug-2020 12:52 PM,Rejected-Finance,L3,26-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,AFFIDAVIT OR UNDERTAKING REGARDING CORRECTNESS OF BID,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,26.7 BILL OF QUANTITY,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
