Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Er Dalip singh Patial EE,Internal,Sh. Jai Ram HDM Smt. Karuna Sharma Superintendent Sh Yadvinder Kumar Sr Asstt,Dalip singh Patial,03-Jul-2019 04:19 PM,finsummary_39224.pdf (516.44 KB),13-Aug-2020,"INR 1,959,929",365.0,Dalip singh Patial,01-Sep-2020 03:14 PM,AOC.pdf (638.00 KB),work awarded to Sh Satpal Electrical Contractor Class B being L1 contractor,PWD,2019_PWD_27547_1,PW/MED/TA /NIT/e-notice/18-19-9602-05 dt 29.01.19,"Construction of ITI Building at Karosg, District Mandi HP SH Providing EI therein",Er Sanjay Kumar,Internal,Er B S Gora EE Er D S Patial EE Er Deepak Rawat EO Supdt,Dalip singh Patial,03-Jul-2019 12:11 PM,03-Jul-2019 12:30 PM,techsummary_39224.pdf (560.90 KB),Finance,Financial bid summary,Dalip singh Patial,03-Jul-2019 03:53 PM,finance_39224.pdf,BOQ Comparative Chart,1.0,116101.0,SATPAL,INR,"1,959,929",Technical,technical bid summary,Dalip singh Patial,03-Jul-2019 11:18 AM,technical_39224.pdf,1.0,116342.0,DHARMENDER SINGH,27-Feb-2019 08:39 PM,Rejected-Technical,Bid Non responsive and disqualified,03-Jul-2019 12:11 PM,AOC,PWD,PW/MED/TA /NIT/e-notice/18-19-9602-05 dt 29.01.19,2019_PWD_27547_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of ITI Building at Karosg, District Mandi HP SH Providing EI therein","Construction of ITI Building at Karosg, District Mandi HP SH Providing EI therein",Please refer to NIT and bid document ,NA ,"18,09,529",Electrical Works,NA ,Tender,120.0,365.0,Karsog,171304.0,NA ,NA ,NA ,Electrical Division HPPWD Mandi H.P,No ,No,"34,650",No,fixed,,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,DD - Demand Draft,500.0,Executive Engineer Electrical Division HPPWD Mand,Mandi HP,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,18-Feb-2019 01:00 PM,28-Feb-2019 11:30 AM,18-Feb-2019 01:00 PM,28-Feb-2019 10:00 AM,NA ,NA ,18-Feb-2019 01:00 PM,28-Feb-2019 10:00 AM,03-Jul-2019 12:30 PM,Executive Engineer Electrical Division HPPWD Mand,Executive Engineer Electrical Division HPPWD Mandi,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,116110.0,Digvijay Sharma,27-Feb-2019 07:07 PM,Rejected-Finance,rejected being L2,03-Jul-2019 04:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,116028.0,LAL SINGH CONTRACTOR,27-Feb-2019 05:22 PM,Rejected-Technical,Bid Non responsive and disqualified,03-Jul-2019 12:11 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,.pdf,Valid Contractor Registration (Electrical) in appropriate Class A or B,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,116101.0,SATPAL,27-Feb-2019 05:06 PM,Accepted-AOC,work awarded being L1,01-Sep-2020 03:14 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,.pdf,valid electrical license,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,116338.0,TARUN GUPTA,27-Feb-2019 09:44 PM,Rejected-Finance,rejected being L3,03-Jul-2019 04:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax (PAN) and GST REGITRATION GENERAL RULES,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES 16,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
