Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
26-May-2020 05:00 PM,09-Jun-2020 02:00 PM,26-May-2020 05:00 PM,09-Jun-2020 12:00 PM,NA ,NA ,26-May-2020 05:00 PM,09-Jun-2020 12:00 PM,23-Jun-2020 02:20 PM,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,1.0,DD - Demand Draft,"1,500",EE Karsog,Karsog,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"37,000",Yes,fixed,,EE Karsog,Karsog,Periodical maintenance on Balindi Kanda road VR-00130,"Periodical maintenance on Balindi Kanda road VR-00130 (Sub Head- Providing and laying 30 mm bituminous concrete, profile correction, Thermoplastic paint and V-shaped drain in Km. 0/0 to 2/00)",Please refer Tender documents. ,NA ,"19,65,083",Civil Works - Roads,NA ,Tender,180.0,90.0,KARSOG,175011.0,NA ,NA ,NA ,PWD OFFICE KARSOG,No ,No,PWD,PW_KSG_E-Tenders/19-20/6-10,2020_PWD_37522_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE KARSOG,EE KARSOG PWD KARSOG KARSOG DISTT MANDI,AOC,1.0,161536.0,PUNEET GOVT CONT,08-Jun-2020 12:34 PM,Rejected-Finance,L2,30-Sep-2020 01:29 PM,Technical,ATTACHED,BHAL CHAND THAKUR,23-Jun-2020 02:08 PM,technical_55304.pdf,Finance,OK,BHAL CHAND THAKUR,30-Sep-2020 01:24 PM,finance_55304.pdf,BOQ Comparative Chart,1.0,161505.0,SURESH SHARMA GOVT CONTRACTOR,INR,"2,608,318",ARVIND BHARDWAJ,Internal,,BHAL CHAND THAKUR,23-Jun-2020 02:10 PM,23-Jun-2020 02:20 PM,techsummary_55304.pdf (511.31 KB),PWD,2020_PWD_37522_2,PW_KSG_E-Tenders/19-20/6-10,Periodical maintenance on Balindi Kanda road VR-00130,30-Sep-2020,"INR 2,949,460",90.0,BHAL CHAND THAKUR,30-Sep-2020 01:28 PM,SURESH.pdf (238.00 KB),OK,MAAN SINGH,Internal,,BHAL CHAND THAKUR,30-Sep-2020 01:27 PM,finsummary_55304.pdf (238.39 KB),AOC
,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,2.0,BC - Bankers Cheque,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,161505.0,SURESH SHARMA GOVT CONTRACTOR,07-Jun-2020 07:12 PM,Accepted-AOC,L1,30-Sep-2020 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,3.0,SS - Small Savings Instrument,,,,,3.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,4.0,BG - Bank Guarantee,,,,,4.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
