S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,DD - Demand Draft,350.0,EE Sarkaghat,Sarkaghat,No,Executive Engineer,"Executive Engineer, Sarkaghat Division, HP.PWD., Sarkaghat",A/R and M/O Patrighat Triphalghat via Jol Road Km. 0/0 to 17/0,(SH- Providing and laying G-II for correction layer and repair of pot holes in Km. 8/0 to 14/0),Please refer Tender documents. ,NA ,"6,73,319",Civil Works - Roads,NA ,Rate Contract,90.0,90.0,Sarkaghat,175024.0,NA ,NA ,NA ,Sarkaghat,No ,No,"13,500",No,fixed,,EE Sarkaghat,Sarkaghat,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender,PWD,PW-SKT-CB-Tender/2019- 20 22650-53 dated 17.03.,2020_PWD_38094_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,15-Jun-2020 01:20 PM,20-Jun-2020 02:00 PM,15-Jun-2020 01:20 PM,20-Jun-2020 01:30 PM,15-Jun-2020 01:20 PM ,20-Jun-2020 01:30 PM ,15-Jun-2020 01:20 PM,20-Jun-2020 01:30 PM,30-Jun-2020 11:00 AM,AOC,Executive Engineer,Internal,"Divisional Accountant-Member, Superintendent Gr-II- Member, Divisional Head Draughtsman-Member, AE to EE -Member",Prithi Pal Singh,26-Jun-2020 12:42 PM,30-Jun-2020 11:00 AM,techsummary_56127.pdf (251.99 KB),PWD,2020_PWD_38094_1,PW-SKT-CB-Tender/2019- 20 22650-53 dated 17.03.,A/R and M/O Patrighat Triphalghat via Jol Road Km. 0/0 to 17/0,14-Sep-2020,"INR 673,319",90.0,Prithi Pal Singh,14-Sep-2020 11:35 AM,38094.PDF (138.00 KB),"Executive Engineer-Chairman,",Internal,"Divisional Accountant-Member, Superintendent Gr-II- Member, Divisional Head Draughtsman-Member, AE to EE -Member",Prithi Pal Singh,14-Sep-2020 11:25 AM,finsummary_56127.pdf (130.39 KB),1.0,163431.0,YOG RAJ GOVT CONT,INR,"1,316,863",Finance,Admitted,Prithi Pal Singh,30-Jun-2020 05:32 PM,None,BOQ Comparative Chart,1.0,163190.0,dinesh kumar,18-Jun-2020 03:20 PM,Not Admitted-Finance,Not qualified for AOC,30-Jun-2020 05:32 PM,Technical,Admitted,Prithi Pal Singh,22-Jun-2020 04:20 PM,None,AOC
2.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163212.0,geeta devi,18-Jun-2020 04:54 PM,Not Admitted-Finance,Not qualified for AOC,30-Jun-2020 05:32 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (General Rule No. 27),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163471.0,Ramesh Saswal,20-Jun-2020 12:49 PM,Rejected-Finance,L2,14-Sep-2020 11:26 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan No/ GST Registration General Rule 21),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,163431.0,YOG RAJ GOVT CONT,19-Jun-2020 07:00 PM,Accepted-AOC,L1,14-Sep-2020 11:36 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done certificate (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand (General Rule 19 28.02b),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool and Plant as per SBD,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information with the (Name of work is correct in all respect),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
