Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
14-Aug-2020 09:00 AM,27-Aug-2020 11:00 AM,14-Aug-2020 09:00 AM,26-Aug-2020 05:00 PM,NA ,NA ,14-Aug-2020 09:00 AM,26-Aug-2020 05:00 PM,03-Sep-2020 10:30 AM,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,PW-RGH-Tender/2020-21-3498 dt. 11.08.2020,2020_PWD_39802_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Construction of Jamun Ki Ser Harkaghat road km. 0/0 to 9/0 (SH C/O 900mm dia RCC Hume pipe culverts with wing wall with both sides at RD 5/660, 6/465 and 6/525). Under SCSP","Construction of Jamun Ki Ser Harkaghat road km. 0/0 to 9/0 (SH C/O 900mm dia RCC Hume pipe culverts with wing wall with both sides at RD 5/660, 6/465 and 6/525). Under SCSP",Please refer Tender documents. ,NA ,"3,06,266",Civil Works,NA ,Tender,90.0,90.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,350.0,EE RAJGARH,RAJGARH,No,"6,500",No,fixed,,EE RAJGARH,RAJGARH,AOC,1.0,175214.0,BALDEV SINGH,INR,"393,971",26-Sep-2020,"INR 306,266",90.0,Narender verma,26-Sep-2020 03:24 PM,AOC10.pdf (702.00 KB),work awarded to Sh. Baldev Singh,PWD,2020_PWD_39802_10,PW-RGH-Tender/2020-21-3498 dt. 11.08.2020,"Construction of Jamun Ki Ser Harkaghat road km. 0/0 to 9/0 (SH C/O 900mm dia RCC Hume pipe culverts with wing wall with both sides at RD 5/660, 6/465 and 6/525). Under SCSP",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Rajneesh Bansal,09-Sep-2020 01:33 PM,finsummary_58767.pdf (2137.21 KB),Finance,SUMMARY,Rajneesh Bansal,07-Sep-2020 04:46 PM,finance_58767.pdf,BOQ Comparative Chart,1.0,174641.0,AKSHAY BHANDARI,23-Aug-2020 02:31 PM,Rejected-Finance,L4,09-Sep-2020 01:34 PM,Technical,SUMMARY,Rajneesh Bansal,29-Aug-2020 03:53 PM,None,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Rajneesh Bansal,02-Sep-2020 04:47 PM,03-Sep-2020 10:30 AM,techsummary_58767.pdf (1526.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,175214.0,BALDEV SINGH,26-Aug-2020 04:41 PM,Accepted-AOC,L1,26-Sep-2020 03:26 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,175153.0,H.N.Bhardwaj,26-Aug-2020 02:06 PM,Rejected-Finance,L3,09-Sep-2020 01:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,174108.0,Jagmohan Singh,26-Aug-2020 06:26 AM,Rejected-Finance,L5,09-Sep-2020 01:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,175101.0,RAVI DUTT CONTRACTOR,26-Aug-2020 03:53 PM,Rejected-Finance,L2,09-Sep-2020 01:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
