Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,000",EE Rampur,Rampur,Yes,PWD,RMP/TA/2019-5953-55 dated 22.08.2019,2019_PWD_31490_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),1.0,DD - Demand Draft,Construction of Tribal Bhawan at Khaneri in Tehsil Rampur Distt. Shimla (HP),"(SH Construction of building portion, WS and SI site development, septic tank and rain water harvesting tank etc.).",Please refer Tender documents. ,NA ,"2,62,57,534",Civil Works - Buildings,NA ,Tender,90.0,NA ,Rampur,172001.0,NA ,NA ,NA ,EE Rampur,No ,No,16-Sep-2019 11:00 AM,28-Sep-2019 11:00 AM,16-Sep-2019 11:00 AM,28-Sep-2019 09:00 AM,16-Sep-2019 11:00 AM ,28-Sep-2019 09:00 AM ,16-Sep-2019 11:00 AM,28-Sep-2019 09:00 AM,01-Oct-2019 02:20 PM,EE Rampur,EE Rampur B and R Division HPPWD Rampur,"2,95,100",Yes,fixed,,EE Rampur,Rampur,AOC,1.0,132619.0,Devi Ram Gauta,27-Sep-2019 06:33 PM,Accepted-AOC,first lowest,17-Sep-2020 01:13 PM,Technical,proceeding,Sandeep Sobti,01-Oct-2019 02:10 PM,technical_45351.pdf,1.0,132619.0,Devi Ram Gauta,INR,"34,111,989",Finance,proceeding,Sandeep Sobti,17-Sep-2020 12:55 PM,None,BOQ Comparative Chart,Er. S.K. Sobti,Internal,DAO Supt.,Sandeep Sobti,01-Oct-2019 02:18 PM,01-Oct-2019 02:20 PM,techsummary_45351.pdf (271.41 KB),PWD,2019_PWD_31490_1,RMP/TA/2019-5953-55 dated 22.08.2019,Construction of Tribal Bhawan at Khaneri in Tehsil Rampur Distt. Shimla (HP),17-Sep-2020,"INR 26,257,534",550.0,Sandeep Sobti,17-Sep-2020 01:12 PM,Awardletter.pdf (927.00 KB),Award letter,Er. S.K. Sobiti,Internal,DAO Supdt.,Sandeep Sobti,17-Sep-2020 01:01 PM,finsummary_45351.pdf (196.51 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,132605.0,GIAN SINGH,28-Sep-2019 08:21 AM,Rejected-AOC,forth lowest,17-Sep-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,132295.0,MILAP SINGH THAKUR,27-Sep-2019 01:07 PM,Rejected-AOC,second lowest,17-Sep-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,131983.0,Rattan Lal Sharma,27-Sep-2019 01:20 PM,Rejected-AOC,third lowest,17-Sep-2020 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate of similar nature (Refer General Rule No 19), Work in hand Certificate (Gen Ru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the Contractor has not more than two works in hand (Refer General Rule 28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
