EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"3,500",No,fixed,,EE RAJGARH,RAJGARH,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,PWD,PW-RGH-Tender/2020-21-3498 dt. 11.08.2020,2020_PWD_39802_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,C/O Bantighat Bhaghyanghat road Km. 0/0 to 4/0 (SH P/L soling G-I in Km. 0/0 to 0/500). Under MNP).,C/O Bantighat Bhaghyanghat road Km. 0/0 to 4/0 (SH P/L soling G-I in Km. 0/0 to 0/500). Under MNP).,Please refer Tender documents. ,NA ,"1,66,506",Civil Works,NA ,Tender,90.0,30.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,350.0,EE RAJGARH,RAJGARH,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,14-Aug-2020 09:00 AM,27-Aug-2020 11:00 AM,14-Aug-2020 09:00 AM,26-Aug-2020 05:00 PM,NA ,NA ,14-Aug-2020 09:00 AM,26-Aug-2020 05:00 PM,03-Sep-2020 10:30 AM,1.0,ICICI BANK,AOC,1.0,174805.0,Bhaskar Dutt,24-Aug-2020 04:04 PM,Rejected-Finance,L2,09-Sep-2020 12:39 PM,Technical,SUMMARY,Rajneesh Bansal,29-Aug-2020 03:40 PM,technical_58758.pdf,Finance,SUMMARY,Rajneesh Bansal,07-Sep-2020 04:21 PM,finance_58758.pdf,BOQ Comparative Chart,1.0,175026.0,Jai Raj Thakur,INR,"232,339",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Rajneesh Bansal,02-Sep-2020 04:30 PM,03-Sep-2020 10:30 AM,techsummary_58758.pdf (1298.71 KB),PWD,2020_PWD_39802_5,PW-RGH-Tender/2020-21-3498 dt. 11.08.2020,C/O Bantighat Bhaghyanghat road Km. 0/0 to 4/0 (SH P/L soling G-I in Km. 0/0 to 0/500). Under MNP).,26-Sep-2020,"INR 166,506",30.0,Narender verma,26-Sep-2020 03:31 PM,AOC5.pdf (748.00 KB),work awarded to Sh Jai Raj Thakur,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt",Rajneesh Bansal,09-Sep-2020 12:38 PM,finsummary_58758.pdf (2137.21 KB),AOC
,,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,175026.0,Jai Raj Thakur,26-Aug-2020 11:05 AM,Accepted-AOC,L1,26-Sep-2020 03:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,175092.0,SAHDEV SINGH,26-Aug-2020 02:19 PM,Rejected-Finance,L3,09-Sep-2020 12:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
