Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
ErSudhirKumarGuptaEE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDM,Sudhir Kumar Gupta,19-Sep-2020 01:06 PM,finsummary_52315.pdf (216.53 KB),19-Sep-2020,"INR 60,459,659",730.0,Sudhir Kumar Gupta,19-Sep-2020 01:09 PM,2020-35643-1.pdf (380.00 KB),AOC,PWD,2020_PWD_35643_1,PW.SRDD-CB-CTR-2019-20 19699 DT 03.02.2020,"Construction of SJVN Gian Bhawan,Girls Hostel Block and Mess Block of H.P National Law University at Ghandal (Dhami) Shimla.",Er. Sudhir Kumar Gupta,Internal,Sh. Ram Swaroop Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Sudhir Kumar Gupta,19-Mar-2020 01:09 PM,19-Mar-2020 01:15 PM,techsummary_52315.pdf (275.16 KB),1.0,154118.0,", D.S.Rathore",INR,"75,408,715",Finance,Financial Bid Opening Summary,Sudhir Kumar Gupta,19-Mar-2020 01:40 PM,finance_52315.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Sudhir Kumar Gupta,12-Mar-2020 04:03 PM,technical_52315.pdf,1.0,154118.0,", D.S.Rathore",11-Mar-2020 02:49 PM,Accepted-AOC,L1,19-Sep-2020 01:10 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"5,00,000",No,fixed,,EE Dhami,Dhami,EE Dhami,Shimla Rural Division HPPWD Dhami,"Construction of SJVN Gian Bhawan,Girls Hostel Block and Mess Block of H.P National Law University at Ghandal (Dhami) Shimla.","SH Construction of civil work, Providing and fixing water supply and sanitary installation, site development,septic tank/soak-pit and Rain Harvesting tank etc.",Please refer Tender documents. ,NA ,"6,04,59,659",Civil Works - Buildings,NA ,Tender,120.0,730.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,"5,000",EE Dhami,Dhami,No,26-Feb-2020 06:00 PM,12-Mar-2020 11:00 AM,26-Feb-2020 06:30 PM,11-Mar-2020 05:00 PM,NA ,NA ,26-Feb-2020 06:30 PM,11-Mar-2020 05:00 PM,19-Mar-2020 01:15 PM,PWD,PW.SRDD-CB-CTR-2019-20 19699 DT 03.02.2020,2020_PWD_35643_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,154126.0,KALYAN SINGH CHAUHAN,11-Mar-2020 03:03 PM,Rejected-Technical,Non- Responsive,19-Mar-2020 01:09 PM,AOC,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,154076.0,P K Construction Shimla Pvt Ltd,11-Mar-2020 12:44 PM,Rejected-Finance,L3,19-Sep-2020 01:08 PM,AOC,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,154082.0,Tenzin Construction Co. Pvt. Ltd.,11-Mar-2020 12:25 PM,Rejected-Finance,L2,19-Sep-2020 01:08 PM,AOC,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
