Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,14-Sep-2020 03:53 PM,finsummary_40717.pdf (18.03 KB),PWD,2019_PWD_28367_16,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,Improvement of Black spot on Sainj Chopal Nerwa Fedus road Km. 0/0 to 90/0,14-Sep-2020,"INR 1,762,869",180.0,Yogesh Sharma,14-Sep-2020 03:57 PM,78.pdf (104.00 KB),AOC,1.0,118291.0,Sushil Kumar,INR,"1,762,869",Er KS Pal,Internal,Suptt DOA DHD TA,Yogesh Sharma,27-Jun-2019 04:30 PM,27-Jun-2019 04:35 PM,techsummary_40717.pdf (253.74 KB),Technical,Bid Opening Summary,Yogesh Sharma,27-Jun-2019 04:28 PM,technical_40717.pdf,1.0,118559.0,Basant Chauhan,14-Mar-2019 06:06 PM,Rejected-Technical,Non Responsive,27-Jun-2019 04:30 PM,Finance,Bid Opening Summary,Yogesh Sharma,14-Sep-2020 03:23 PM,finance_40717.pdf,BOQ Comparative Chart,AOC,"20,000",No,fixed,,EE CHOPAL,CHOPAL,1.0,DD - Demand Draft,PWD,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,2019_PWD_28367_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,09-Mar-2019 06:30 PM,16-Mar-2019 11:30 AM,09-Mar-2019 06:30 PM,15-Mar-2019 11:00 AM,NA ,NA ,09-Mar-2019 06:30 PM,15-Mar-2019 11:00 AM,27-Jun-2019 04:35 PM,Improvement of Black spot on Sainj Chopal Nerwa Fedus road Km. 0/0 to 90/0,"SH Providing W-metal crash barrier between Km. 86/0 to 87/635 in different RDs. And Cutting in earth work between Km. 80/100 to 80/200,85/430 to 85/460",Please refer Tender documents. ,NA ,"9,98,798",Civil Works - Roads,NA ,Tender,120.0,180.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),EE CHOPAL,HPPWD CHOPAL,500.0,EE CHOPAL,CHOPAL,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118497.0,Bhagat Ram,14-Mar-2019 01:34 PM,Rejected-Technical,Non Responsive,27-Jun-2019 04:30 PM,,,,,,,AOC,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,118543.0,Bipal Kumar,14-Mar-2019 04:56 PM,Rejected-Technical,Non Responsive,27-Jun-2019 04:30 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,118453.0,RAMESH KUMAR RANAIK,13-Mar-2019 10:48 PM,Rejected-AOC,Rejected,14-Sep-2020 03:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118500.0,sandeep kumar,14-Mar-2019 02:32 PM,Rejected-Technical,Non Responsive,27-Jun-2019 04:30 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118291.0,Sushil Kumar,12-Mar-2019 08:22 PM,Accepted-AOC,Accepted,14-Sep-2020 03:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,AOC
