Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Earnest Money,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",IPH-DN(Nahan)TA-Tender/19-20- 8876-8936 dt 7-11-19,2019_HPIPH_32609_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer IPH Division Nahan,Executive Engineer IPH Division Nahan,13-Nov-2019 06:00 PM,30-Nov-2019 11:30 AM,13-Nov-2019 06:00 PM,30-Nov-2019 11:00 AM,NA ,NA ,13-Nov-2019 06:00 PM,30-Nov-2019 11:00 AM,04-Dec-2019 11:00 AM,1.0,ICICI BANK,Providing LWSS to LOH Harizan Basti Kujji and its adjoining habitations in GP Dilman in Tehsil Pachhad,"Providing, Laying, Jointing and Testing of MSERW/GMS pipe of 65mm dia in Rising main, S/E of submersible pumping machinery and S/E of centrifugal pumping machinery with allied accessories",Please refer Tender documents. ,NA ,"9,30,455",Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"19,000",Yes,fixed,,Executive Engineer IPH Division Nahan,Nahan,250.0,Executive Engineer IPH Division Nahan,Nahan,No,AOC,Finance,Financial Bid opening summary,Mandeep Gupta,04-Dec-2019 01:02 PM,finance_46917.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Mandeep Gupta,03-Dec-2019 06:18 PM,technical_46917.pdf,13-Sep-2020,"INR 930,455",90.0,Mandeep Gupta,13-Sep-2020 04:20 PM,AOC.pdf (815.00 KB),Award,Dr. Mandeep Gupta EE,Internal,EE Supdt HDM DAO EE,Mandeep Gupta,03-Dec-2019 06:23 PM,04-Dec-2019 11:00 AM,techsummary_46917.pdf (103.36 KB),1.0,137678.0,Bhaw Singh,26-Nov-2019 05:56 PM,Rejected-Finance,Rejected,13-Sep-2020 04:17 PM,Er JS Chauhan SE,Internal,SupdtWS AED EED Supdt EE Nahan SE,Mandeep Gupta,13-Sep-2020 04:16 PM,finsummary_46917.pdf (814.76 KB),1.0,137973.0,Nil,INR,"1,418,215","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2019_HPIPH_32609_2,IPH-DN(Nahan)TA-Tender/19-20- 8876-8936 dt 7-11-19,Providing LWSS to LOH Harizan Basti Kujji and its adjoining habitations in GP Dilman in Tehsil Pachhad,AOC
,,.pdf,Cost of Tender Form,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,136506.0,HYDRAULIC ENGINEERING COMPANY,19-Nov-2019 06:39 PM,Rejected-Finance,Rejected,13-Sep-2020 04:17 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,Registration in HPIPH in valid class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,137973.0,Nil,30-Nov-2019 09:57 AM,Accepted-AOC,AOC,13-Sep-2020 04:21 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,137382.0,shiv iron general engineers,30-Nov-2019 10:02 AM,Rejected-Finance,Rejected,13-Sep-2020 04:17 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking Joint Venture is not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,137931.0,The Nandini Enterprises and Sons,29-Nov-2019 12:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Dec-2019 06:18 PM,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN and GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,UNdertaking carefully study all terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Dealership and sub-dealership of quated PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Undertaking of Curve chart allongwith selection of pump and motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
