Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Annual Surfacing on Rajhana to Bard Colony Road Km. 0/00 to 1/330(SH Annual Surfacing Bituminous Concrete 30 mm Thick including Correction in Km 0/300 to 1/330) ( Under AMP-2020-21,Annual Surfacing on Rajhana to Bard Colony Road Km. 0/00 to 1/330(SH Annual Surfacing Bituminous Concrete 30 mm Thick including Correction in Km 0/300 to 1/330) ( Under AMP-2020-21,As Per SBD ,NA ,"10,82,464",Civil Works,NA ,Tender,120.0,60.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-I HPPWD Shimla-3,No ,No,1.0,Change of opended date,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),500.0,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,No,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,PWD,SD-I-CTR-Tender/2019-20-28272 dt 18-03-20,2020_PWD_36447_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,27-Mar-2020 06:00 PM,12-May-2020 11:00 AM,27-Mar-2020 06:00 PM,11-May-2020 04:00 PM,NA ,NA ,27-Mar-2020 06:00 PM,11-May-2020 04:00 PM,14-May-2020 11:00 AM,1.0,DD - Demand Draft,"21,700",No,fixed,,Executive Engineer Division No-I HPPWD Shimla-3,Executive Engineer Division No-I HPPWD Shimla-3,AOC,1.0,158111.0,SANDEEP KANT SHARMA,11-May-2020 01:18 PM,Accepted-AOC,Awarded,09-Sep-2020 02:16 PM,Technical,Bid opening summary,Rajeev Shaunak,12-May-2020 04:21 PM,technical_53775.pdf,Finance,Bid opening summary,Pradeep Kumar Bhardwaj,14-May-2020 04:13 PM,finance_53775.pdf,BOQ Comparative Chart,1.0,158111.0,SANDEEP KANT SHARMA,INR,"1,444,558",PWD,2020_PWD_36447_1,SD-I-CTR-Tender/2019-20-28272 dt 18-03-20,Annual Surfacing on Rajhana to Bard Colony Road Km. 0/00 to 1/330(SH Annual Surfacing Bituminous Concrete 30 mm Thick including Correction in Km 0/300 to 1/330) ( Under AMP-2020-21,ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojkumarsrAssistantSureshkumarjrAssstant,Pradeep Kumar Bhardwaj,13-May-2020 12:57 PM,14-May-2020 11:00 AM,techsummary_53775.pdf (595.44 KB),ErPardeepKumarBhardwaj,Internal,ShAmarSinghVermaHDMShManojKumarsupdtsanjeevchauhansrAssistant,Pradeep Kumar Bhardwaj,14-May-2020 04:19 PM,finsummary_53775.pdf (646.74 KB),09-Sep-2020,"INR 1,082,464",60.0,Pradeep Kumar Bhardwaj,09-Sep-2020 02:15 PM,AOC36447_1.pdf (1858.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.19 counter signed by EE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.28.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
