Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
15-Sep-2020,"INR 6,155,492",180.0,Sanjiv Kumar Agnihotri,15-Sep-2020 10:04 AM,AOC.pdf (1269.00 KB),Work Awarded,Er Sanjiv Kumar EE,Internal,Supdt. HDM AO,Sanjiv Kumar Agnihotri,06-Jun-2020 08:21 PM,finsummary_54695.pdf (100.42 KB),Er Sanjiv Kumar EE,Internal,Supdt HDM AO,Sanjiv Kumar Agnihotri,04-Jun-2020 05:50 PM,06-Jun-2020 10:30 AM,techsummary_54695.pdf (109.21 KB),PWD,2020_PWD_37080_1,PW/BGN//T-I/2019-15382-15406dt 25.02.2020,Co MT link road from Harizan Basti Barnoh to GSSS Dangoli via Abadi RajputtanJattan and Mohalla Souran SH Co 22.20 mtr Span RCC Box cell bridge at RD 5220 under NABARD RIDFXXIII,Technical,Tech bid opened,Sanjiv Kumar Agnihotri,04-Jun-2020 05:45 PM,technical_54695.pdf,1.0,158776.0,Ajmer Singh Govt. Contractor,18-May-2020 04:57 PM,Rejected-Technical,non receipt of original document,04-Jun-2020 05:49 PM,1.0,158581.0,ARUN LATH,INR,"6,155,492",Finance,Fin Bid opned,Sanjiv Kumar Agnihotri,06-Jun-2020 08:19 PM,finance_54695.pdf,BOQ Comparative Chart,AOC,1.0,DD - Demand Draft,12-May-2020 11:00 AM,19-May-2020 11:30 AM,12-May-2020 11:00 AM,18-May-2020 05:00 PM,NA ,NA ,12-May-2020 11:00 AM,18-May-2020 05:00 PM,06-Jun-2020 10:30 AM,Co MT link road from Harizan Basti Barnoh to GSSS Dangoli via Abadi RajputtanJattan and Mohalla Souran SH Co 22.20 mtr Span RCC Box cell bridge at RD 5220 under NABARD RIDFXXIII,Co MT link road from Harizan Basti Barnoh to GSSS Dangoli via Abadi RajputtanJattan and Mohalla Souran SH Co 22.20 mtr Span RCC Box cell bridge at RD 5220 under NABARD RIDFXXIII,Please refer Tender documents. ,NA ,,Civil Works - Bridges,NA ,Tender,120.0,180.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer,No ,No,"72,800",No,fixed,,Executive Engineer,Executive Engineer,PWD,PW/BGN//T-I/2019-15382-15406dt 25.02.2020,2020_PWD_37080_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Executive Engineer,Executive Engineer HPPWD Division Bangana,"2,000",Executive Engineer,Executive Engineer,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,158588.0,Arjun Singh Govt Contractor,18-May-2020 04:36 PM,Rejected-AOC,Higher side,15-Sep-2020 10:05 AM,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,158581.0,ARUN LATH,18-May-2020 04:28 PM,Accepted-AOC,Lowest,15-Sep-2020 10:05 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,158640.0,RAMAN KUMAR,18-May-2020 01:30 PM,Rejected-Technical,non receipt of original document,04-Jun-2020 05:49 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,AOC
