S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage
1,82805,ADRONICA,09-Jun-2020 03:49 AM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,Technical,Bid opening,AMRIT BARUAH,03-Jul-2020 01:19 PM,technical_27046.pdf,Public Works Roads Department,2020_PWD_17595_14,DRC-XIII/16/98/NIT/DIB/240,"Re-construction to Milon Nagar O goli Between Ch-0.00 m to 681.00 m, Balance portion under SOPD-G for the year 2019-20 under PWRD, Dibrugarh, Lahowal, Moran and Tingkhong Territorial Road Division, Dibrugarh - Lahowal LAC.",AOC,"Superintending Engineer, PWD, Dibrugarh Road Circl","Superintending Engineer, PWD, Dibrugarh Road Circle","Re-construction to Milon Nagar O goli Between Ch-0.00 m to 681.00 m, Balance portion under SOPD-G for the year 2019-20 under PWRD, Dibrugarh, Lahowal, Moran and Tingkhong Territorial Road Division, Dibrugarh - Lahowal LAC.","Re-construction to Milon Nagar O goli Between Ch-0.00 m to 681.00 m, Balance portion under SOPD-G for the year 2019-20 under PWRD, Dibrugarh, Lahowal, Moran and Tingkhong Territorial Road Division, Dibrugarh - Lahowal LAC.",Please refer tender document ,NA ,"84,59,932",Civil Works,NA ,Tender,180.0,270.0,Lahowal,786010.0,NA ,NA ,NA ,"Superintending Engineer, PWD, Dibrugarh Road Circl",No ,No,Public Works Roads Department,DRC-XIII/16/98/NIT/DIB/240,2020_PWD_17595_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,69,200",Yes,fixed,,"EE, PWD,Dibrugarh,Lahowal,Moran and Tingkhong TRD",Dibrugarh,1.0,Fee/PreQual/Technical,.pdf,Bid security,20-May-2020 10:00 AM,11-Jun-2020 11:00 AM,20-May-2020 10:00 AM,10-Jun-2020 04:00 PM,20-May-2020 10:00 AM ,10-Jun-2020 04:00 PM ,20-May-2020 10:00 AM,10-Jun-2020 04:00 PM,15-Jul-2020 11:00 AM,"2,400","Empowered Officer ASRB, A/C No. 10566991479",GUWAHATI,Yes,1.0,DD - Demand Draft,AOC
2,83024,BHRIGU BORAH,10-Jun-2020 02:27 PM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,2.0,BG - Bank Guarantee Irrevocable,AOC
3,82679,Biplab Chutia,10-Jun-2020 11:29 AM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical qualification details,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,AOC
4,82997,FEROZ KONWAR,10-Jun-2020 01:05 PM,Accepted-AOC,Aoc awarded,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,AOC
5,82998,ganesh dey,10-Jun-2020 12:56 PM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,AOC
6,82729,M/S G D CONSTRUCTION,08-Jun-2020 02:32 PM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,AOC
7,82803,NUMAL SAIKIA,09-Jun-2020 02:57 AM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,82894,PANKAJ KHANIKAR,09-Jun-2020 08:06 PM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,82940,PARTHA SONOWAL,10-Jun-2020 01:36 PM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,82614,Sunil Gogoi,08-Jun-2020 12:52 AM,Rejected-AOC,Not,25-Sep-2020 03:54 PM,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
