Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
e Tender for Procurement of Hopital Linen,e Tender for Procurement of Hospital Linen,Please refer Tender documents. ,NA ,100.0,Miscellaneous Goods,NA ,Tender,180.0,30.0,SLBSGMCH Mandi at NerChowk,175008.0,NA ,NA ,NA ,Administrative Block,No ,No,"50,000",Yes,fixed,,"Principal, SLBSGMCH Mandi at NerChowk",Nerchowk,Principal,SLBSGMCH Mandi at NerChowk,25-Jan-2020 09:00 AM,14-Feb-2020 03:00 PM,25-Jan-2020 09:00 AM,14-Feb-2020 01:00 PM,NA ,NA ,25-Jan-2020 09:00 AM,14-Feb-2020 01:00 PM,03-Jul-2020 11:30 AM,1.0,DD - Demand Draft,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,SLBSGMCH/Hospital Linen(2)/2020,2020_DMEHP_34332_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Offline,No,No,No,"2,000","Principal, SLBSGMCH Mandi at NerChowk",Nerchowk,Yes,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC,1,149196,A R ENTERPRIPRISES,14-Feb-2020 12:28 PM,Rejected-Finance,L2,23-Sep-2020 05:11 PM,Principal,Internal,Puran Devi Matron Suman VC Matron Dr Piyush Vadya Dr Vishwajeet Singh Suresh Gupta HOD Surgery Medical Superintendent,Anil Kumar,02-Jul-2020 05:33 PM,03-Jul-2020 11:30 AM,techsummary_49992.pdf (2664.80 KB),Technical,Bid Summery,Anil Kumar,14-Feb-2020 04:31 PM,technical_49992.pdf,Finance,Bid Summery,Anil Kumar,03-Jul-2020 12:50 PM,finance_49992.pdf,BOQ Comparative Chart,23-Sep-2020,INR 100,30.0,Anil Kumar,23-Sep-2020 05:22 PM,AOC.pdf (807.00 KB),Rate Contract of Linen Items,Principal,Internal,Joint Director MS Dy Controller Section Officer,Anil Kumar,23-Sep-2020 05:10 PM,finsummary_49992.pdf (512.60 KB),Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,2020_DMEHP_34332_1,SLBSGMCH/Hospital Linen(2)/2020,e Tender for Procurement of Hopital Linen,1.0,148185.0,mahaluxmi medical agencies,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,2,149234,Arian Drugs and Surgicals,14-Feb-2020 10:53 AM,Accepted-AOC,1 item approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,149117.0,PRIME MEDICAL SYSTEMS,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,AOC,3,149370,INTERNATIONAL EXPORT HOUSE,14-Feb-2020 10:10 AM,Rejected-Technical,Not Demostrated,02-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,149234.0,Arian Drugs and Surgicals,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,4,149388,JAI AMBEY ENGINEERING,14-Feb-2020 12:38 PM,Accepted-AOC,8 items approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,149257.0,PHARMACRAFTS(I),INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,149380,jba enterprises,14-Feb-2020 11:30 AM,Accepted-AOC,2 items approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,149270.0,MAHAVIR ENTERPRISES,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,147517,Khadi Gramudyog Vikas Samiti,13-Feb-2020 05:20 PM,Rejected-Technical,Not Demostrated,02-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,149380.0,jba enterprises,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,149394,luxmi trader,14-Feb-2020 12:32 PM,Rejected-Finance,L2,23-Sep-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,149388.0,JAI AMBEY ENGINEERING,INR,0.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,148185,mahaluxmi medical agencies,12-Feb-2020 05:43 PM,Accepted-AOC,3 items approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,149270,MAHAVIR ENTERPRISES,13-Feb-2020 02:48 PM,Accepted-AOC,1 item approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,146611,MEDIMIND,13-Feb-2020 05:46 PM,Rejected-Finance,L2,23-Sep-2020 05:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,149260,M/s Royal Pharma,13-Feb-2020 02:24 PM,Rejected-Technical,Not Demostrated,02-Jul-2020 05:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,149257,PHARMACRAFTS(I),13-Feb-2020 11:23 AM,Accepted-AOC,4 items approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,149117,PRIME MEDICAL SYSTEMS,12-Feb-2020 01:09 PM,Accepted-AOC,14 items approved,23-Sep-2020 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
