S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,148825.0,Vijay Sharma,INR,"5,351,561",Finance,ATTACED,Maan Singh,05-May-2020 01:38 PM,None,BOQ Comparative Chart,Technical,ATTACHED,Maan Singh,15-Feb-2020 03:35 PM,technical_50077.pdf,1.0,148706.0,CHOGINDER THAKUR GOVT CONT,07-Feb-2020 05:49 PM,Rejected-Finance,L3,29-Sep-2020 05:21 PM,MAAN SINGH,Internal,,BHAL CHAND THAKUR,29-Sep-2020 05:19 PM,finsummary_50077.pdf (235.00 KB),29-Sep-2020,"INR 5,351,561.4",365.0,BHAL CHAND THAKUR,29-Sep-2020 05:21 PM,VIJAY.pdf (235.00 KB),L1,PWD,2020_PWD_34360_1,KSG-E-TENDER/19-20 7532 36 DTI 02.01.20,"Constrction of type V Qtr, for principal Govt Degree College Karsog Distt Mandi HP (ShC/o Building portion I/c ESAnd SI, 50 user septic tank, rain water harvesting tank, boundary wall and gate)",MAAN SINGH,Internal,ATTACHED,Maan Singh,15-Feb-2020 03:37 PM,17-Feb-2020 02:00 PM,techsummary_50077.pdf (589.34 KB),AOC,1.0,DD - Demand Draft,"5,000",EE HPPWD KARSOG,KARSOG,No,"Constrction of type V Qtr, for principal Govt Degree College Karsog Distt Mandi HP (ShC/o Building portion I/c ESAnd SI, 50 user septic tank, rain water harvesting tank, boundary wall and gate)","Constrction of type V Qtr, for principal Govt Degree College Karsog Distt Mandi HP (ShC/o Building portion I/c ESAnd SI, 50 user septic tank, rain water harvesting tank, boundary wall and gate)",Please refer Tender documents. ,NA ,"41,68,577",Civil Works - Buildings,NA ,Tender,90.0,365.0,karsog,175011.0,NA ,NA ,NA ,EE HPPWD KARSOG,No ,No,EE HPPWD KARSOG,EE HPPWD KARSOG,"70,100",No,fixed,,EE HPPWD KARSOG,KARSOG,PWD,KSG-E-TENDER/19-20 7532 36 DTI 02.01.20,2020_PWD_34360_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,01-Feb-2020 09:00 AM,11-Feb-2020 10:00 AM,01-Feb-2020 09:00 AM,10-Feb-2020 10:00 AM,NA ,NA ,01-Feb-2020 09:00 AM,10-Feb-2020 10:00 AM,17-Feb-2020 02:00 PM,AOC
,,,,,,,,,,,,,,,,2.0,148826.0,DALIP SINGH GOVT CONTRACTOR,10-Feb-2020 09:45 AM,Rejected-Finance,L2,29-Sep-2020 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD Indicated In Schedule F.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,148743.0,NITIN BHARDWAJ,09-Feb-2020 02:35 PM,Rejected-Technical,ORIGNAL DOCUMENT NOT SUBMITED,15-Feb-2020 03:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,148825.0,Vijay Sharma,10-Feb-2020 07:58 AM,Accepted-AOC,L1,29-Sep-2020 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding No Relative Working in PWD Department,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Detail Litigation Cases.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as per Genral Rule 19 and 28.2b similar nature of Work and Working In Hand Certificate.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Performa of Schedules Sr No 6.19 Refere Clause No 18 with ownership proof,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Copy.,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,,,,,,,,,,AOC
