Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Summary of Tender,1.0,Addendum1,Other,,"4,000",DNP Ltd.,Duliajan,No,"4,00,000",Yes,fixed,,DNP Ltd,Duliajan,"NIT for Construction of Boundary Wall, RCC Box Culvert and Earth Filling at Site ( Plot -A) of DNP Ltd, Duliajan, Assam","Construction of Boundary Wall, RCC Box Culvert and Earth Filling at Site ( Plot -A) of DNP Ltd, Duliajan, Assam",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,180.0,"Duliajan, Assam",786602.0,NA ,NA ,NA ,"Duliajan, Assam",No ,No,1.0,SBI Bank,Industries and Commerce Department||DNP Limited,CIVIL/COL/DNPL/2020/116/PtII/9,2020_ICD_17559_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"Director, DNP Limited","DNP Limited C/o- Assam Gas Company Ltd. campus P.O.- Duliajan, Distt.- Dibrugarh, Assam 786602",18-May-2020 10:30 AM,11-Jun-2020 11:00 AM,18-May-2020 10:40 AM,09-Jun-2020 11:00 AM,18-May-2020 11:00 AM ,28-May-2020 11:00 AM ,02-Jun-2020 11:00 AM,09-Jun-2020 11:00 AM,12-Jun-2020 04:40 PM,AOC,1,82810,Dhrubajyoti Borah,09-Jun-2020 10:04 AM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,A K Bhattacharyya,Internal,"G C Swargiyari, A K Bhattacharyya, P J Mahanta, G Neog, B B Baruah, B Moran",Birendra Nath Moran,12-Jun-2020 04:37 PM,12-Jun-2020 04:40 PM,techsummary_26974.pdf (6651.63 KB),24-Sep-2020,INR 50105819.85,180.0,Birendra Nath Moran,24-Sep-2020 01:31 PM,AOC.pdf (2583.00 KB),Award of Contract Exclusive of GST,Industries and Commerce Department||DNP Limited,2020_ICD_17559_1,CIVIL/COL/DNPL/2020/116/PtII/9,"NIT for Construction of Boundary Wall, RCC Box Culvert and Earth Filling at Site ( Plot -A) of DNP Ltd, Duliajan, Assam",A K Bhattacharyya,Internal,"AK Bhattacharyya, P J Mahanta, G Neog, BB Baruah, B Moran",Birendra Nath Moran,04-Aug-2020 11:35 AM,finsummary_26974.pdf (7103.84 KB),1.0,82610.0,DULAL CH MECH AND CO,INR,10000000.0,Finance,Price bid summary,Birendra Nath Moran,04-Aug-2020 11:22 AM,,BOQ Comparative Chart,Technical,CS Technical Bid,Birendra Nath Moran,12-Jun-2020 04:31 PM,technical_26974.pdf,AOC
2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,82610,DULAL CH MECH AND CO,08-Jun-2020 03:00 PM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,2.0,82737.0,Purvattar Enterprise,INR,10000000.0,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,82751,HIMANGSHU DEKA,08-Jun-2020 05:59 PM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,3.0,82751.0,HIMANGSHU DEKA,INR,10000000.0,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,82579,KAUSHAL SHARMA,09-Jun-2020 09:28 AM,Rejected-Technical,Not Qualified,12-Jun-2020 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,4.0,82759.0,M/S Rajdhani Associate,INR,10000000.0,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,82268,Madhab ch Deka,09-Jun-2020 12:46 AM,Rejected-Technical,Not Qualified,12-Jun-2020 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,5.0,82808.0,M/S S. G. CONSTRUCTION,INR,10000000.0,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,82759,M/S Rajdhani Associate,08-Jun-2020 06:45 PM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,6.0,82810.0,Dhrubajyoti Borah,INR,10000000.0,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,82808,M/S S. G. CONSTRUCTION,09-Jun-2020 09:11 AM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,82737,Purvattar Enterprise,09-Jun-2020 10:25 AM,Accepted-AOC,Approx 1.0 crore incl. GST,24-Sep-2020 01:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,82639,SRI PANKAJ BAKATIAL,08-Jun-2020 11:33 PM,Rejected-Technical,Not qualified,12-Jun-2020 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,82585,TONMOY BORKAKOTY,09-Jun-2020 10:33 AM,Rejected-Technical,Not Qualified,12-Jun-2020 04:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
