Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Tech bid opened,Sanjiv Kumar Agnihotri,24-Jul-2020 01:56 PM,technical_57116.pdf,1.0,168089.0,Bhupinder Thakur,18-Jul-2020 03:08 PM,Rejected-AOC,Higher Side,04-Sep-2020 01:07 PM,Finance,Fin bid opened,Sanjiv Kumar Agnihotri,25-Jul-2020 05:52 PM,finance_57116.pdf,BOQ Comparative Chart,1.0,168086.0,Charanjeet Singh Govt Contractor,INR,"2,123,546",Er.S.K.Agnihotri EE,Internal,Supdt HDM AO,Sanjiv Kumar Agnihotri,25-Jul-2020 05:54 PM,finsummary_57116.pdf (505.28 KB),04-Sep-2020,"INR 2,123,546",60.0,Sanjiv Kumar Agnihotri,04-Sep-2020 01:06 PM,AOC.pdf (528.00 KB),Work Awarded,PWD,2020_PWD_38668_1,No.PW/BGN/CB/T-1/20-3521-43 dt. 30.06.2020 Job1,C/O Link road Harizen Basti Dharet to Kohdra,Er.S.K.Agnihotri EE,Internal,Supdt. HDM AO,Sanjiv Kumar Agnihotri,24-Jul-2020 02:03 PM,24-Jul-2020 04:00 PM,techsummary_57116.pdf (635.17 KB),AOC,500.0,Executive Engineer HPPWD Division Bangana,Bangana,No,PWD,No.PW/BGN/CB/T-1/20-3521-43 dt. 30.06.2020 Job1,2020_PWD_38668_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Indicated in Schedule-F),1.0,DD - Demand Draft,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,08-Jul-2020 11:00 AM,20-Jul-2020 11:00 AM,08-Jul-2020 11:30 AM,18-Jul-2020 06:00 PM,NA ,NA ,08-Jul-2020 11:30 AM,18-Jul-2020 06:00 PM,24-Jul-2020 04:00 PM,"33,300",Yes,fixed,,Executive Engineer HPPWD Division Bangana,Bangana,C/O Link road Harizen Basti Dharet to Kohdra,"P/L GSB, Interlocking Concrete Block from RD. 0/150 to 0/650",Please refer Tender documents. ,NA ,"17,15,890",Civil Works,NA ,Tender,120.0,60.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,AOC
,,,,,2.0,168086.0,Charanjeet Singh Govt Contractor,17-Jul-2020 08:44 PM,Accepted-AOC,Lowest,04-Sep-2020 01:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in Schedule F),2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,167250.0,Charanjit Sharma Govt Contractor,13-Jul-2020 05:26 PM,Rejected-Technical,Non-responsive,24-Jul-2020 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,166769.0,kamal singh,10-Jul-2020 01:15 PM,Rejected-Technical,Non-responsive,24-Jul-2020 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5.0,168165.0,Vipul,18-Jul-2020 02:04 PM,Rejected-Technical,Non-responsive,24-Jul-2020 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in bidding document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
