EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"2,62,700",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,Executive Engineer,HPSIDC Ltd. Shimla,1.0,ICICI BANK,Strengthening of Internal roads in BBT Corridor (Bathu Bathri) Distt. Una (HP).,Strengthening of Internal roads in BBT Corridor (Bathu Bathri) Distt. Una (HP).,Please refer Tender documents. ,NA ,"2,30,21,495",Civil Works - Roads,NA ,Tender,120.0,180.0,Bathu Bathri (Una),174301.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,24-Feb-2020 10:50 AM,12-Mar-2020 11:00 AM,24-Feb-2020 10:50 AM,11-Mar-2020 05:00 PM,NA ,NA ,24-Feb-2020 10:50 AM,11-Mar-2020 05:00 PM,29-May-2020 11:00 AM,"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,HP SIDC Limited,Job No. 3,2020_SIDC_35413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration (as per tender conditions),AOC,Finance,Financial detail,Sushant Singh Negi,09-Jun-2020 03:00 PM,finance_52030.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sushant Singh Negi,21-Mar-2020 11:14 AM,technical_52030.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,28-May-2020 12:52 PM,29-May-2020 11:00 AM,techsummary_52030.pdf (710.50 KB),1.0,153224.0,Ashok Kumar,10-Mar-2020 06:34 PM,Rejected-Technical,Not qualified in the bid capacity,28-May-2020 12:52 PM,25-Aug-2020,"INR 21,260,043",180.0,Sushant Singh Negi,11-Sep-2020 11:03 AM,bathubathri.pdf (2289.00 KB),Award letter,1.0,153684.0,Shiv Kumar Govt Contractor,INR,"21,260,043",SE,Internal,"DM, AE(HQ), Dy. Manager(P), EEH(HQ)",Sushant Singh Negi,09-Jun-2020 03:03 PM,finsummary_52030.pdf (563.94 KB),HP SIDC Limited,2020_SIDC_35413_1,Job No. 3,Strengthening of Internal roads in BBT Corridor (Bathu Bathri) Distt. Una (HP).,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,AOC,,,,,,,,,,,,,,,,,,,2.0,153381.0,M/s Satish Kumar Sharma,11-Mar-2020 12:37 PM,Rejected-Technical,Not qualified in the bid capacity,28-May-2020 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,AOC,,,,,,,,,,,,,,,,,,,3.0,151867.0,R.D. DUVEDI,11-Mar-2020 04:45 PM,Rejected-Finance,Second lowest bidder,09-Jun-2020 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,AOC,,,,,,,,,,,,,,,,,,,4.0,153684.0,Shiv Kumar Govt Contractor,11-Mar-2020 03:05 PM,Accepted-AOC,Lowest bidder,11-Sep-2020 11:04 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed similar nature of work done certificate (as per tender conditions),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery equipments and skilled engineer/Technical staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of existing commitments / ongoing work in hand,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of annual financial turnover (with breakup),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor working program,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
