Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,25-Jun-2020 01:17 PM,finsummary_55667.pdf (536.38 KB),02-Jul-2020,"INR 523,662",90.0,Tarlok Dhiman,08-Sep-2020 01:03 PM,37777_2.pdf (1028.00 KB),Shri Dinesh Kumar R/O VPO Mandal,PWD,2020_PWD_37777_2,PWD dshala division 567-600,Improvement of Play Ground at Village Maned Cod No.3 for Govt. Senior Secondary School Bagli in Tehsil Dharamshala Distt. Kangra HP (Deposit Work),Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,25-Jun-2020 12:44 PM,25-Jun-2020 12:45 PM,techsummary_55667.pdf (1801.15 KB),1.0,162256.0,Dinesh,INR,"523,662",Finance,As per document attached,Tarlok Dhiman,25-Jun-2020 01:11 PM,finance_55667.pdf,BOQ Comparative Chart,Technical,As per document attched,Tarlok Dhiman,18-Jun-2020 02:24 PM,technical_55667.pdf,1.0,162642.0,AMAN GORLA,15-Jun-2020 05:50 PM,Rejected-Finance,L6,25-Jun-2020 01:17 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),04-Jun-2020 10:00 AM,18-Jun-2020 11:00 AM,04-Jun-2020 10:00 AM,17-Jun-2020 05:00 PM,NA ,NA ,04-Jun-2020 10:00 AM,17-Jun-2020 05:00 PM,25-Jun-2020 12:45 PM,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,Improvement of Play Ground at Village Maned Cod No.3 for Govt. Senior Secondary School Bagli in Tehsil Dharamshala Distt. Kangra HP (Deposit Work),"SH - Earth filling for levelling of ground, PCC Edge wall, Steps for Sitting arrangement",Please refer Tender documents. ,NA ,"5,34,656",Civil Works,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,"10,700",No,fixed,,EE Dharamshala,Dharamshala,350.0,EE Dharamshala,Dharamshala,No,PWD,PWD dshala division 567-600,2020_PWD_37777_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163005.0,Anil Chandel,17-Jun-2020 02:04 PM,Rejected-Finance,L3,25-Jun-2020 01:17 PM,AOC,,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,162256.0,Dinesh,15-Jun-2020 12:42 PM,Accepted-AOC,L1,08-Sep-2020 01:04 PM,AOC,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,162258.0,Elakshi Rustagi,12-Jun-2020 05:51 PM,Rejected-Finance,L8,25-Jun-2020 01:17 PM,AOC,,,.pdf,GST registration (General rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,162828.0,Kapil Sharma,17-Jun-2020 09:35 AM,Rejected-Finance,L5,25-Jun-2020 01:17 PM,AOC,,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,162743.0,pranav thakur,16-Jun-2020 11:40 AM,Rejected-Finance,L4,25-Jun-2020 01:17 PM,AOC,,,.pdf,List of Machinery and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,162707.0,Rana,16-Jun-2020 09:19 AM,Rejected-Finance,L9,25-Jun-2020 01:17 PM,AOC,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,162854.0,SURUCHI GUPTA,16-Jun-2020 05:42 PM,Rejected-Finance,L7,25-Jun-2020 01:17 PM,AOC,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,162899.0,Tilak Raj,16-Jun-2020 11:08 PM,Rejected-Finance,L2,25-Jun-2020 01:17 PM,AOC,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Employee Provident fund Number(EPF Number),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
