Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Engineer,HPSIDC Ltd. Shimla,HP SIDC Limited,Job No.1,2020_SIDC_37624_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Providing flood protection work in right bank Chanour Khad RD 750 to 1300 to protect Industrial Area Chanour Distt. Kangra (HP).,Providing flood protection work in right bank Chanour Khad RD 750 to 1300 to protect Industrial Area Chanour Distt. Kangra (HP).,Please refer Tender documents. ,NA ,"1,10,75,273",Civil Works,NA ,Tender,120.0,120.0,Chanour,176402.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,1.0,ICICI BANK,29-May-2020 01:00 PM,17-Jun-2020 11:00 AM,29-May-2020 01:00 PM,16-Jun-2020 05:00 PM,NA ,NA ,29-May-2020 01:00 PM,16-Jun-2020 05:00 PM,26-Jun-2020 11:00 AM,"1,43,300",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration (as per tender conditions),AOC,Finance,Financial summary,Sushant Singh Negi,30-Jun-2020 01:03 PM,finance_55451.pdf,BOQ Comparative Chart,Technical,Tender detail,Sushant Singh Negi,23-Jun-2020 11:09 AM,technical_55451.pdf,SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,25-Jun-2020 12:56 PM,26-Jun-2020 11:00 AM,techsummary_55451.pdf (816.13 KB),1.0,162355.0,AIDANT IMPLEMENTATION PRIVATE LIMITED,16-Jun-2020 03:39 PM,Rejected-Technical,Sucessfully completed similar type of work done and financial turnover has not submitted as per tender eligibility criteria,25-Jun-2020 12:56 PM,09-Jul-2020,"INR 13,241,189",120.0,Sushant Singh Negi,11-Sep-2020 12:20 PM,beetan.pdf (2370.00 KB),Award letter,1.0,162318.0,Deepak Kumar Beetan,INR,"13,241,189",SE,Internal,"DM, AE(HQ), Dy. Manager(P), EE(HQ)",Sushant Singh Negi,03-Jul-2020 03:09 PM,finsummary_55451.pdf (618.37 KB),HP SIDC Limited,2020_SIDC_37624_1,Job No.1,Providing flood protection work in right bank Chanour Khad RD 750 to 1300 to protect Industrial Area Chanour Distt. Kangra (HP).,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,AOC,,,,,,,,,,,,,,,,,,,2.0,162233.0,Ashwani Kumar Govt Contractor,16-Jun-2020 11:54 AM,Rejected-Finance,Seventh lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct in all respect.,AOC,,,,,,,,,,,,,,,,,,,3.0,162474.0,BACHITTAR SINGH AND CO,16-Jun-2020 02:58 PM,Rejected-Finance,Second lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,AOC,,,,,,,,,,,,,,,,,,,4.0,162318.0,Deepak Kumar Beetan,16-Jun-2020 04:35 PM,Accepted-AOC,lowest bidder,11-Sep-2020 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,AOC,,,,,,,,,,,,,,,,,,,5.0,162320.0,gagan ohri,15-Jun-2020 06:48 PM,Rejected-Finance,Third lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,AOC,,,,,,,,,,,,,,,,,,,6.0,162579.0,rajat thakur govt contractor,15-Jun-2020 04:14 PM,Rejected-Finance,Fifth lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed similar nature of work done certificate (as per tender condition),AOC,,,,,,,,,,,,,,,,,,,7.0,162790.0,sanjeev kumar,16-Jun-2020 04:16 PM,Rejected-Finance,Fourth lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of annual financial turn over with breakup.,AOC,,,,,,,,,,,,,,,,,,,8.0,162452.0,SS CONSTRUCTION COMPANY,16-Jun-2020 04:21 PM,Rejected-Finance,Sixth lowest bidder,03-Jul-2020 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery/ equipment and skilled engineers/ technical staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of existing commitments/ ongoing work in hand.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
