Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
20-Feb-2020,"INR 11,434,097",180.0,Arvind Lakhanpal,06-Sep-2020 02:48 PM,cowsanct2.pdf (1110.00 KB),Award letter,EE,Internal,Supdt/HDM/DAO,Swaroop Kumar,03-Dec-2019 05:13 PM,finsummary_46352.pdf (167.82 KB),EE,Internal,SUPDT/DAO/HDM,Swaroop Kumar,08-Nov-2019 04:29 PM,11-Nov-2019 10:30 AM,techsummary_46352.pdf (172.24 KB),PWD,2019_PWD_32224_1,PW/TDD/GA-NIT/2019-7045dt. 28.09.2019,C/O Cow sanctuary at Kheri Tehsil Sujanpur Distt. Hamirpur.(HP),1.0,135792.0,BIRENDRA KUMAR,INR,"12,044,277",Finance,Summary,Swaroop Kumar,03-Dec-2019 05:10 PM,finance_46352.pdf,BOQ Comparative Chart,Technical,TechBid,Swaroop Kumar,07-Nov-2019 04:47 PM,technical_46352.pdf,1.0,135792.0,BIRENDRA KUMAR,06-Nov-2019 08:52 PM,Accepted-AOC,Lowest,06-Sep-2020 02:49 PM,AOC,"1,19,000",Yes,fixed,,EE Tauni Devi,Hamirpur,"2,000","Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,1.0,DD - Demand Draft,PWD,PW/TDD/GA-NIT/2019-7045dt. 28.09.2019,2019_PWD_32224_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O Cow sanctuary at Kheri Tehsil Sujanpur Distt. Hamirpur.(HP),C/O building portion 3Nos. Cow shed ic WS SI and boundary wall including galvanized bar bed wire fencing,Please refer Tender documents. ,NA ,"85,95,032",Civil Works,NA ,Tender,90.0,180.0,Tauni DeviD,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",23-Oct-2019 06:30 PM,07-Nov-2019 11:00 AM,23-Oct-2019 06:30 PM,07-Nov-2019 10:30 AM,NA ,NA ,23-Oct-2019 06:30 PM,07-Nov-2019 10:30 AM,11-Nov-2019 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,135794.0,PANKAJ KUMAR,06-Nov-2019 09:18 PM,Rejected-AOC,Higher,06-Sep-2020 02:49 PM,AOC,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,135795.0,PRABHAT SINGH,06-Nov-2019 09:55 PM,Rejected-AOC,Higher,06-Sep-2020 02:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19) and contractor has not more than two work in hand,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit contain the reality the contractor not more than two work in hand as due to urgnecy work,AOC
