Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,"2,000",EE Dhami,Dhami,Yes,PWD,PW.SRDD-CB-CTR-2020-21 3973 dt03.07.2020,2020_PWD_39036_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Reconstruction of Shopping complex at Boileauganj Junction,"SH Construction of Building Portion (Civil works), Providing W.S. and S.I. installation, Rain water harvesting tank and Site Development works under Smart City Shimla",Please refer Tender documents. ,NA ,"82,05,387",Civil Works - Buildings,NA ,Tender,120.0,365.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,17-Jul-2020 06:00 PM,31-Jul-2020 11:00 AM,17-Jul-2020 06:00 PM,30-Jul-2020 05:00 PM,NA ,NA ,17-Jul-2020 06:00 PM,30-Jul-2020 05:00 PM,10-Aug-2020 11:00 AM,"1,14,600",No,fixed,,EE Dhami,Dhami,EE Dhami,Shimla Rural Division HPPWD Dhami,AOC,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,06-Aug-2020 02:07 PM,10-Aug-2020 11:00 AM,techsummary_57600.pdf (96.94 KB),PWD,2020_PWD_39036_1,PW.SRDD-CB-CTR-2020-21 3973 dt03.07.2020,Reconstruction of Shopping complex at Boileauganj Junction,22-Sep-2020,"INR 8,205,387",365.0,Sudhir Kumar Gupta,22-Sep-2020 04:15 PM,AOC-BoileuganjShoppingComplex.pdf (233.00 KB),AOC,ErSudhirKumarGuptaEE,Internal,ShPremRajMeenDAOShRamSawaroopSupdtShSureshKumarVermaHDM,Sudhir Kumar Gupta,22-Sep-2020 04:06 PM,finsummary_57600.pdf (118.53 KB),1.0,170720.0,13 G Construction,30-Jul-2020 12:21 PM,Accepted-AOC,L1,22-Sep-2020 04:17 PM,Technical,Bid opening summary,Sudhir Kumar Gupta,06-Aug-2020 01:57 PM,technical_57600.pdf,1.0,170720.0,13 G Construction,INR,"9,787,097",Finance,Bid opening summary,Sudhir Kumar Gupta,10-Aug-2020 01:32 PM,finance_57600.pdf,BOQ Comparative Chart,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,170710.0,ajay,30-Jul-2020 03:33 PM,Rejected-Finance,L2,22-Sep-2020 04:07 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,170766.0,rajesh kumar suman,30-Jul-2020 03:22 PM,Rejected-Finance,L3,22-Sep-2020 04:07 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,170607.0,RAJESH SHARMA,30-Jul-2020 02:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Aug-2020 01:57 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
