Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
Technical,Tech Bid Opening summary,Anil Kumar Sharma,08-Jul-2020 11:58 AM,technical_56788.pdf,1.0,166369.0,KASMIR SINGH CONTACTOR,07-Jul-2020 07:27 PM,Rejected-Technical,Non responsive,13-Jul-2020 02:41 PM,1.0,166189.0,Parmjeet Sharma,INR,"1,283,407",Finance,fin bid,Anil Kumar Sharma,16-Jul-2020 02:59 PM,finance_56788.pdf,BOQ Comparative Chart,07-Sep-2020,"INR 1,155,436",60.0,Anil Kumar Sharma,07-Sep-2020 11:52 AM,award.pdf (333.00 KB),M/T on link road to Behlu Thana Ambota Samtana Mata Vaishno Devi Mandir Chowk km. 0/0 to 3/0,Executive Engineer,Internal,Supdt HDM DAO,Anil Kumar Sharma,16-Jul-2020 03:07 PM,finsummary_56788.pdf (159.45 KB),Executive Engineer,Internal,Supdt HDM DAO,Anil Kumar Sharma,13-Jul-2020 02:40 PM,16-Jul-2020 10:30 AM,techsummary_56788.pdf (942.89 KB),PWD,2020_PWD_38433_1,M/T on link road to Behlu Thana Ambota,M/T on link road to Behlu Thana Ambota Samtana Mata Vaishno Devi Mandir Chowk km. 0/0 to 3/0,AOC,PWD,M/T on link road to Behlu Thana Ambota,2020_PWD_38433_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,M/T on link road to Behlu Thana Ambota Samtana Mata Vaishno Devi Mandir Chowk km. 0/0 to 3/0,P/L M/T in Km. 0/0 to 1/0) Under OTMNP Head,Please refer Tender documents. ,NA ,"11,55,436",Civil Works - Roads,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,29-Jun-2020 03:00 PM,08-Jul-2020 11:00 AM,29-Jun-2020 03:00 PM,08-Jul-2020 10:30 AM,NA ,NA ,29-Jun-2020 03:00 PM,08-Jul-2020 10:30 AM,16-Jul-2020 10:30 AM,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,1.0,DD - Demand Draft,"23,200",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,AOC
,,,,,2.0,166189.0,Parmjeet Sharma,06-Jul-2020 05:53 PM,Accepted-AOC,L 1,07-Sep-2020 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,EMD,AOC
,,,,,3.0,166418.0,PRATEEK THAKUR GOVT CONTRACTOR,08-Jul-2020 10:06 AM,Rejected-Finance,L 4,16-Jul-2020 03:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,AOC
,,,,,4.0,166235.0,sunil kumar,07-Jul-2020 08:01 PM,Rejected-Finance,L 2,16-Jul-2020 03:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate ( Only Completed work ),AOC
,,,,,5.0,166364.0,Sureshkumar,08-Jul-2020 09:02 AM,Rejected-Finance,L 3,16-Jul-2020 03:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary (Plant and p,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in charge not below the rank of Executive Eng,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,AOC
