Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
12-May-2020 11:00 AM,19-May-2020 11:30 AM,12-May-2020 11:00 AM,18-May-2020 05:00 PM,NA ,NA ,12-May-2020 11:00 AM,18-May-2020 05:00 PM,06-Jun-2020 10:30 AM,PWD,PW/BGN//T-I/2019-15382-15406dt 25.02.2020,2020_PWD_37086_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),Executive Engineer,Executive Engineer HPPWD Division Bangana,"21,900",No,fixed,,Executive Engineer,Executive Engineer,C/o link road from Dhamandri Bus Stand to Harizan Basti Dhamandri SH Co 10.400 mtr. Box Cell bridge 3 Nos boxes 3x3 mtr. at RD 0160,C/o link road from Dhamandri Bus Stand to Harizan Basti Dhamandri SH Co 10.400 mtr. Box Cell bridge 3 Nos boxes 3x3 mtr. at RD 0160,Please refer Tender documents. ,NA ,"10,90,220",Civil Works - Bridges,NA ,Tender,120.0,90.0,Bangana,174300.0,NA ,NA ,NA ,Executive Engineer,No ,No,1.0,DD - Demand Draft,500.0,Executive Engineer,Executive Engineer,No,AOC,Er Sanjiv Kumar EE,Internal,Supdt HDM DAO,Sanjiv Kumar Agnihotri,04-Jun-2020 05:59 PM,06-Jun-2020 10:30 AM,techsummary_54703.pdf (100.91 KB),PWD,2020_PWD_37086_1,PW/BGN//T-I/2019-15382-15406dt 25.02.2020,C/o link road from Dhamandri Bus Stand to Harizan Basti Dhamandri SH Co 10.400 mtr. Box Cell bridge 3 Nos boxes 3x3 mtr. at RD 0160,04-Sep-2020,"INR 1,575,029",90.0,Sanjiv Kumar Agnihotri,04-Sep-2020 12:59 PM,AOC.pdf (649.00 KB),Work Awarded,Er Sanjiv Kumar EE,Internal,Supdt. HDM DAO,Sanjiv Kumar Agnihotri,06-Jun-2020 07:59 PM,finsummary_54703.pdf (102.79 KB),1.0,158589.0,Manoj Kumar,18-May-2020 11:23 AM,Accepted-AOC,Lowest,04-Sep-2020 12:59 PM,Technical,Tech bid opened,Sanjiv Kumar Agnihotri,04-Jun-2020 05:55 PM,technical_54703.pdf,1.0,158589.0,Manoj Kumar,INR,"1,575,029",Finance,Fin bid opened,Sanjiv Kumar Agnihotri,06-Jun-2020 07:49 PM,finance_54703.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,158750.0,Ram,18-May-2020 02:58 PM,Rejected-AOC,Higher side,04-Sep-2020 12:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
