Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW/TDD/GA-NIT/2019- 7918 dt. 16.10.2019,2019_PWD_32373_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,30-Oct-2019 06:30 PM,13-Nov-2019 11:00 AM,30-Oct-2019 06:30 PM,13-Nov-2019 10:30 AM,NA ,NA ,30-Oct-2019 06:30 PM,13-Nov-2019 10:30 AM,26-Nov-2019 03:30 PM,Construction of link road to village Kundwan-Di-Dhar km. 0/0 to 0/405.,"C/O 5/7mtr. Wide F/C, soling Gr-I, Gr-II, X-drainages rigid pavement etc",Please refer Tender documents. ,NA ,"13,49,633",Civil Works,NA ,Tender,90.0,90.0,Tauni Devi,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Hamirpur,1.0,DD - Demand Draft,500.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,"27,000",Yes,fixed,,EE Tauni Devi,Hamirpur,AOC,1.0,135998.0,DESH RAJ GOVT CONTRACTOR,INR,"1,505,205",Finance,finbid,Swaroop Kumar,26-Jan-2020 12:31 PM,finance_46535.pdf,BOQ Comparative Chart,1.0,136027.0,ASHWANI KUMAR GOVT. CONTRACTOR,12-Nov-2019 04:20 PM,Rejected-AOC,Higher,06-Sep-2020 03:19 PM,Technical,Techbid,Swaroop Kumar,25-Nov-2019 05:49 PM,technical_46535.pdf,PWD,2019_PWD_32373_1,PW/TDD/GA-NIT/2019- 7918 dt. 16.10.2019,Construction of link road to village Kundwan-Di-Dhar km. 0/0 to 0/405.,EE,Internal,Supdt/HDM/DAO,Swaroop Kumar,25-Nov-2019 06:05 PM,26-Nov-2019 03:30 PM,techsummary_46535.pdf (166.13 KB),EE,Internal,Supdt/HDM/DAO,Swaroop Kumar,26-Jan-2020 01:03 PM,finsummary_46535.pdf (163.23 KB),27-Feb-2020,"INR 1,349,633",90.0,Arvind Lakhanpal,06-Sep-2020 03:18 PM,KundanDiDhar.pdf (678.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,FDR - Fixed Deposit,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,135998.0,DESH RAJ GOVT CONTRACTOR,12-Nov-2019 12:35 PM,Accepted-AOC,Lowest,06-Sep-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,135919.0,PUNEET KUMAR GOVT CONTRACTOR,12-Nov-2019 04:00 PM,Rejected-AOC,Higher,06-Sep-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,136061.0,sonam soni,12-Nov-2019 07:24 PM,Rejected-AOC,Higher,06-Sep-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,135996.0,SWARNA SUNRISE,12-Nov-2019 01:38 PM,Rejected-AOC,Higher,06-Sep-2020 03:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit containing the reality that the contractor has not more than two work in hand (General,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
