Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,000",Nil,Nil,No,PWD,Tender/Corrigendum-9843-62 dt. 17.03.2021,2021_PWD_45738_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,18-Mar-2021 05:00 PM,24-Mar-2021 11:00 AM,18-Mar-2021 05:00 PM,23-Mar-2021 05:00 PM,NA ,NA ,18-Mar-2021 05:00 PM,23-Mar-2021 05:00 PM,25-Mar-2021 03:00 PM,"Periodical renewal on various link roads under Bangran Section of HPPWD Sub Division No.II, Paonta Sahib under Annual Maintenance Plan for the year 2021-22 (SH-Repair of pot holes by providing and laying WBM G-III correction layer and 30mm. thi",1)Link road Shivpur to Nawada in km 0/0 to 1/800 2)Link road Gondpur to Amarkot in km 0/0 to 1/500 3)Link road to Phoolpur to Bahadurgarh in km 1/0 to 1/400 4)Link road Haripur to Pattinatha Singh in km 5/0 to 5/760 5)Link road (T-04) t,please refer tender document ,NA ,,Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),"98,100",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,25-Mar-2021 02:13 PM,25-Mar-2021 03:00 PM,techsummary_68827.pdf (798.70 KB),PWD,2021_PWD_45738_1,Tender/Corrigendum-9843-62 dt. 17.03.2021,"Periodical renewal on various link roads under Bangran Section of HPPWD Sub Division No.II, Paonta Sahib under Annual Maintenance Plan for the year 2021-22 (SH-Repair of pot holes by providing and laying WBM G-III correction layer and 30mm. thi",19-Oct-2022,"INR 6,552,076",180.0,Kishan Lal Chaudhary,19-Oct-2022 01:45 PM,aoc.pdf (1046.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,30-Apr-2021 03:03 PM,finsummary_68827.pdf (437.63 KB),1.0,204954.0,Chanana Cont. Works,23-Mar-2021 03:04 PM,Rejected-Technical,Not Qualified,25-Mar-2021 02:13 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,25-Mar-2021 02:10 PM,technical_68827.pdf,1.0,204704.0,H. C. Bansal Engg. & Contt.,INR,"5,432,291",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,30-Apr-2021 02:57 PM,finance_68827.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,204704.0,H. C. Bansal Engg. & Contt.,22-Mar-2021 10:34 PM,Accepted-AOC,Work completed,19-Oct-2022 01:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 24.3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,204747.0,Nakul Chauhan,21-Mar-2021 11:19 PM,Rejected-Finance,L3,30-Apr-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,204457.0,Rashid Ali Civil Contractor,23-Mar-2021 09:19 AM,Rejected-Finance,L2,30-Apr-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,204855.0,S.S. Associates,23-Mar-2021 08:09 AM,Rejected-Finance,L4,30-Apr-2021 03:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted non gazetted officer hppwd employees related to him. (General Rule Sr. No.12),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy 40 percent work done certificate for similar nature work applicable above 5000000 tende,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
