Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Anni,Irrigation and Public Health,HP",6910-50(Anni),2022_HPIPH_64313_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Earnest money,1.0,ICICI BANK,800.0,EE JSD Anni,EE JSD Anni,Yes,1.0,corrigendum,Date,,"88,146",Yes,fixed,,EE JSD Anni,EE JSD Anni,31-Aug-2022 06:30 PM,09-Sep-2022 12:30 PM,31-Aug-2022 06:30 PM,08-Sep-2022 05:00 PM,NA ,NA ,31-Aug-2022 06:30 PM,08-Sep-2022 05:00 PM,21-Sep-2022 02:50 PM,EE JSD ANNI,EE JSD ANNI,LWSS Behna Khad to Shegubag in GP Dingidhar in Anni Block Distt. Kullu (H.P,"Laying, Jointing and Testing of GI pipe 15 mm dia 3430 Rmt. 20 mm dia 11620 Rmt. 25 mm dia 12740 Rmt. 32 mm dia 760 Rmt. 40 mm dia 3800 Rmt. 50 mm dia 1500 Rmt. and 100 mm dia 200 Rmt.) Job 2(Distribution system",Please refer Tender documents. ,NA ,"55,64,567",Civil Works,NA ,Tender,120.0,180.0,Dalash,172032.0,NA ,NA ,NA ,JSD Anni,No ,No,AOC,Er.Ajeet Negi,Internal,Committee,AJEET KUMAR NEGI,01-Oct-2022 05:00 PM,finsummary_96831.pdf (2147.64 KB),"HP Irrigation and Public Health||Kullu Circle,Irrigation and Public Health,HP||Anni,Irrigation and Public Health,HP",2022_HPIPH_64313_1,6910-50(Anni),LWSS Behna Khad to Shegubag in GP Dingidhar in Anni Block Distt. Kullu (H.P,1,299130,GULAM MOHIDEEN MIR,INR,"3,875,146.9",01-Oct-2022,"INR 2,911,668",180.0,AJEET KUMAR NEGI,01-Oct-2022 05:07 PM,AOCSHEGUBAGDISTRIBUTION.pdf (550.00 KB),AOC,Finance,summary,AJEET KUMAR NEGI,01-Oct-2022 04:52 PM,finance_96831.pdf,BOQ Comparative Chart,Technical,summary,AJEET KUMAR NEGI,21-Sep-2022 02:44 PM,technical_96831.pdf,Er.Ajeet Negi,Internal,Committee,AJEET KUMAR NEGI,21-Sep-2022 02:47 PM,21-Sep-2022 02:50 PM,techsummary_96831.pdf (2147.64 KB),1,299590,Anil Kumar,07-Sep-2022 04:34 PM,Accepted-AOC,L7,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of registration with Himachal Pradesh Jal Shakti Department in appropriate class and lat,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,299293,KEDAR SINGH,INR,"3,494,510.18",,,,,,,,,,,,,,,,,,,,,,,,,,2,299518,ASHEESH DEV,07-Sep-2022 03:04 PM,Accepted-AOC,L2,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,.pdf,"Copy of PAN No. , GST registration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,299375,MANOJ KUMAR,INR,"2,911,668",,,,,,,,,,,,,,,,,,,,,,,,,,3,299654,DALEEP KUMAR,07-Sep-2022 03:37 PM,Accepted-AOC,L3,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding digital signature certificate (DSC) of the person authorized by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,299429,HITESH GOVT CONT,INR,"3,788,674.71",,,,,,,,,,,,,,,,,,,,,,,,,,4,299130,GULAM MOHIDEEN MIR,07-Sep-2022 04:17 PM,Accepted-AOC,L9,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Cost of Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,299495,JAWAHAR JISHTU,INR,"3,914,065.9",,,,,,,,,,,,,,,,,,,,,,,,,,5,299429,HITESH GOVT CONT,08-Sep-2022 02:02 PM,Accepted-AOC,L8,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,.pdf,EPF No. before award of work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6,299518,ASHEESH DEV,INR,"3,141,778.02",,,,,,,,,,,,,,,,,,,,,,,,,,6,299495,JAWAHAR JISHTU,06-Sep-2022 05:24 PM,Accepted-AOC,L11,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,7,299552,PRAVEEN KUMAR,INR,"5,133,925.5",,,,,,,,,,,,,,,,,,,,,,,,,,7,299616,JOHN THAKUR,07-Sep-2022 02:21 PM,Accepted-AOC,L4,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,8,299590,Anil Kumar,INR,"3,752,566.9",,,,,,,,,,,,,,,,,,,,,,,,,,8,299293,KEDAR SINGH,05-Sep-2022 11:33 AM,Accepted-AOC,L6,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,9,299591,Nitika Thakur,INR,"4,179,120.7",,,,,,,,,,,,,,,,,,,,,,,,,,9,299375,MANOJ KUMAR,07-Sep-2022 04:41 PM,Accepted-AOC,L1,01-Oct-2022 05:12 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,10,299616,JOHN THAKUR,INR,"3,321,539.8",,,,,,,,,,,,,,,,,,,,,,,,,,10,299635,Mohan Singh Negi,07-Sep-2022 01:32 PM,Accepted-AOC,L10,01-Oct-2022 05:12 PM,AOC
