Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"List of works and Total monetary value of works, financial standing",Construction of Large Store Structure under (Primary Water Infrastructure) in Ramshar unit II under DPO Solan HPIDP,"Construction of Large Store Structure under (Primary Water Infrastructure), RCC round tanks in different Gram Panchyats",Please refer Tender documents. ,NA ,"17,00,000",Civil Works - Water Works,RCC round Tanks ,Tender,90.0,NA ,"Gram Panchyat Badokari, Diggal, Matuali",174102.0,NA ,NA ,NA ,Solan,No ,No,16-Sep-2022 03:00 PM,26-Sep-2022 04:00 PM,16-Sep-2022 04:00 PM,24-Sep-2022 06:00 PM,NA ,NA ,16-Sep-2022 04:00 PM,24-Sep-2022 06:00 PM,30-Sep-2022 12:30 PM,500.0,"DPO IDP, Solan",Solan,No,"30,000",Yes,fixed,,"DPO IDP, Solan",Solan,Chief Project Director IDP Solan||DPO Solan,HPIDP/DPO/Solan/PWHS,2022_CPD1_65043_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"District Project Officer, Solan HPIDP, Solan",Tank Road,1.0,DD - Demand Draft,AOC,Finance,In technical evaluation 10 bids are evaluated and all bids are found responsive,Tara Chand,01-Oct-2022 01:30 PM,None,BOQ Comparative Chart,1,303571,Ashok Kumar,24-Sep-2022 01:29 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,Technical,In technical evaluation 11 bids are evaluated out of which 10 bids are found responsive and 1 is found unresponsive.,Tara Chand,29-Sep-2022 03:46 PM,technical_97848.pdf,Purshotam,Internal,VedParkash_MadanLal,Tara Chand,29-Sep-2022 03:48 PM,30-Sep-2022 12:30 PM,techsummary_97848.pdf (557.66 KB),1.0,303678.0,CHET RAM,INR,"1,297,653",12-Oct-2022,"INR 1,297,653",180.0,Sanjeev kumar,02-Oct-2022 11:57 AM,PWHS-2.pdf (852.00 KB),Construction of Tanks under Primary Water Harvesting and Storage Structure at Ramshehar Unit Cluster-2,Chief Project Director IDP Solan||DPO Solan,2022_CPD1_65043_2,HPIDP/DPO/Solan/PWHS,Construction of Large Store Structure under (Primary Water Infrastructure) in Ramshar unit II under DPO Solan HPIDP,Tarachand,Internal,PurshotamSingh_VedParkash,Tara Chand,01-Oct-2022 04:11 PM,finsummary_97848.pdf (557.66 KB),AOC
,,.pdf,"Certificate of Movable assets, fixed assets valuation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,2,303678,CHET RAM,24-Sep-2022 03:55 PM,Accepted-AOC,Lowest Bidder,02-Oct-2022 11:58 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of tender Fee and Tender Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,303470,Karan jeet Attri,24-Sep-2022 09:27 AM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Certificate of GST clearance, IT return",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,303436,Lalit Kumar,24-Sep-2022 03:48 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of GST No PAN no EPF no EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,303498,Manoj Kumar,24-Sep-2022 04:13 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.xls,Technical bid check list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,303629,PANKAJ KUMAR,24-Sep-2022 04:10 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,303417,RAJESH KUMAR,23-Sep-2022 08:47 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,303659,Ranjeet Thakur,24-Sep-2022 03:26 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,303544,SHIVENDERPAL SINGH BRAR,24-Sep-2022 02:40 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,303539,Virender Pundir,24-Sep-2022 12:37 PM,Rejected-Finance,Higher,01-Oct-2022 04:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
