Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,EE Sundernagar,Sundernagar,No,27-Aug-2022 06:00 PM,06-Sep-2022 11:30 AM,27-Aug-2022 06:00 PM,05-Sep-2022 06:00 PM,NA ,NA ,27-Aug-2022 06:00 PM,05-Sep-2022 06:00 PM,09-Sep-2022 02:30 PM,Executive Engineer,Executive Engineer HPPWD Division Sunder Nagar,M/T on Salwana to Chah Ka Dohra via Masog road Km 0/0 to 0/900,SH Providing and laying 20mm thick premix carpet with seal coat in Km 0/0 to 0/900.,As per bid document ,NA ,"12,93,251",Civil Works,Tarring ,Tender,75.0,60.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer HPPWD Division Sunder Nagar,No ,No,"26,000",No,fixed,,EE Sundernagar,Sundernagar,PWD,PW-SNR-CB-E-Ten/Giriraj- 9504-14 dt.22.8.22,2022_PWD_64192_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,AOC,Er. D.R. Chauhan Executive Engineer,Internal,Er. Y.S. Chandel AE Suket Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt. Gr-II Accounts,Chaman Singh,08-Sep-2022 11:58 AM,09-Sep-2022 02:30 PM,techsummary_96674.pdf (696.63 KB),PWD,2022_PWD_64192_1,PW-SNR-CB-E-Ten/Giriraj- 9504-14 dt.22.8.22,M/T on Salwana to Chah Ka Dohra via Masog road Km 0/0 to 0/900,27-Oct-2022,"INR 1,147,761",60.0,Chaman Singh,27-Oct-2022 01:30 PM,AOCChahKaDohraMasog.pdf (787.00 KB),AOC issued to L-1,Er. D.R. Chauhan Executive Engineer,Internal,Er. Y. S. Chandel AE Suket Sh. Sushil Kumar DAO Gr-I Sh. Rattan Lal Supdt. Accounts Sh. Dinesh Kumar HDM,Chaman Singh,27-Oct-2022 01:29 PM,finsummary_96674.pdf (787.14 KB),1.0,299343.0,Prince Chauhan,05-Sep-2022 03:22 PM,Rejected-Finance,Not found lowest,27-Oct-2022 01:29 PM,Technical,BOS,Chaman Singh,06-Sep-2022 04:27 PM,technical_96674.pdf,Finance,FBOS,Chaman Singh,12-Sep-2022 05:55 PM,finance_96674.pdf,BOQ Comparative Chart,1.0,299148.0,suresh kumar,INR,"1,147,761",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,The earnest money indicated in schedule E,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,299148.0,suresh kumar,03-Sep-2022 04:05 PM,Accepted-AOC,Being lowest,27-Oct-2022 01:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,299308.0,TEK CHAND,05-Sep-2022 12:34 PM,Rejected-AOC,Not found lowest,27-Oct-2022 01:30 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,299300.0,VIRENDER KUMAR,05-Sep-2022 11:49 AM,Rejected-Finance,Not found lowest,27-Oct-2022 01:29 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done / Work in hand / Bidding Capacity as per general rules No. 16 and 26.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 refer General Rules No. 26.7,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
