Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,24-Sep-2022 09:00 AM,29-Sep-2022 11:00 AM,24-Sep-2022 09:00 AM,29-Sep-2022 09:00 AM,NA ,NA ,24-Sep-2022 09:00 AM,29-Sep-2022 09:00 AM,07-Oct-2022 12:00 PM,PWD,Job 3 Construction of new open Gym at Govt. Sr. Se,2022_PWD_65446_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","25,000",No,fixed,,Nil,Nil,"Job 3 Construction of new open Gym at Govt. Sr. Sec. School Saloh Tehsil Haroli Distt. Una H.P Sub Head Providing and Laying Chequerred tiles railing , Earth filling and matting over Helipad Deposit Work","Job 3 Construction of new open Gym at Govt. Sr. Sec. School Saloh Tehsil Haroli Distt. Una H.P Sub Head Providing and Laying Chequerred tiles railing , Earth filling and matting over Helipad Deposit Work",Please refer to Bidding Documents ,NA ,"12,44,944",Civil Works - Others,NA ,Tender,75.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,500.0,Nil,Nil,No,PWD,2022_PWD_65446_1,Job 3 Construction of new open Gym at Govt. Sr. Se,"Job 3 Construction of new open Gym at Govt. Sr. Sec. School Saloh Tehsil Haroli Distt. Una H.P Sub Head Providing and Laying Chequerred tiles railing , Earth filling and matting over Helipad Deposit Work","Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,06-Oct-2022 04:53 PM,07-Oct-2022 12:00 PM,techsummary_98530.pdf (1360.30 KB),"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,07-Oct-2022 05:24 PM,finsummary_98530.pdf (524.27 KB),11-Oct-2022,"INR 1,244,944",30.0,Baldev Singh,08-Aug-2023 06:10 PM,Awardletter.pdf (964.00 KB),Awardletter,1.0,304017.0,unique engg. solutions,INR,"1,085,337",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,07-Oct-2022 04:54 PM,finance_98530.pdf,BOQ Comparative Chart,1.0,304450.0,Manoj Kumar Govt Contractor,28-Sep-2022 03:41 PM,Rejected-Finance,Not L-1,07-Oct-2022,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,01-Oct-2022 04:48 PM,technical_98530.pdf
,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,304598.0,Nitin Kumar Govt Contractor,28-Sep-2022 01:55 PM,Rejected-Finance,Not L-1,07-Oct-2022,,,,,
,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,304800.0,Om Parkash Govt Contrator,28-Sep-2022 09:35 PM,Rejected-Finance,Not L-1,07-Oct-2022,,,,,
,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,304738.0,SUMIT KUMAR,28-Sep-2022 06:50 PM,Rejected-Finance,Not L-1,07-Oct-2022,,,,,
,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,304017.0,unique engg. solutions,27-Sep-2022 06:43 PM,Accepted-AOC,ok,08-Aug-2023,,,,,
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,304545.0,U R Construction,28-Sep-2022 12:41 PM,Rejected-Finance,Not L-1,07-Oct-2022,,,,,
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,304109.0,VIKAS SHARMA,28-Sep-2022 02:55 PM,Rejected-Finance,Not L-1,07-Oct-2022,,,,,
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Additional Condition sheet may be uploaded duly signed as per bid documents page-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
