Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Providing LIS Koulanwala Bhood in Tehsil Nahan Distt. Sirmour HP,"P/L/J and Testing of rising main and Providing and installation of centrifugal pumping machinery with allied accessories and C/O sumpwell 395000 ltrs cap., Pump house-cum-attendent Qtr, delivery tank, Distribution system and outlets single acting va",Please refer Tender documents. ,NA ,,Pumps/Motors,NA ,Tender,120.0,180.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,"2,09,990",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,15-Sep-2022 05:00 PM,22-Sep-2022 11:30 AM,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,NA ,NA ,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,13-Oct-2022 02:45 PM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 11095-175 dt 14-9-22,2022_HPIPH_65044_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"1,500",Executive Engineer Jal Shakti Division Nahan,Nahan,No,AOC,1.0,302545.0,ABHIMANYU CHOUDHARY,22-Sep-2022 09:02 AM,Accepted-AOC,AOC,14-Oct-2022 02:54 PM,CE Shimla,Internal,at Chief office,Ashish Rana,13-Oct-2022 02:39 PM,13-Oct-2022 02:45 PM,techsummary_97838.pdf (318.88 KB),13-Oct-2022,"INR 12,624,897",180.0,Ashish Rana,14-Oct-2022 02:53 PM,AOC.pdf (721.00 KB),Award to Contractor,Technical,Technical Summary,Ashish Rana,13-Oct-2022 02:38 PM,technical_97838.pdf,Finance,Financial Summary,Ashish Rana,13-Oct-2022 02:56 PM,finance_97838.pdf,BOQ Comparative Chart,CE Shimla,Internal,At Chief office,Ashish Rana,13-Oct-2022 03:04 PM,finsummary_97838.pdf (346.54 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_65044_1,NHN-SMROO-722- 11095-175 dt 14-9-22,Providing LIS Koulanwala Bhood in Tehsil Nahan Distt. Sirmour HP,1.0,302545.0,ABHIMANYU CHOUDHARY,INR,"12,045,652",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,302886.0,akash,21-Sep-2022 06:47 PM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration in valid class as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,302896.0,HYDRAULIC ENGINEERING COMPANY,21-Sep-2022 08:52 PM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,303012.0,MS Kamal Dev Sharma,22-Sep-2022 09:24 AM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,302559.0,M/S Sharma Enterpirses,22-Sep-2022 10:44 AM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking Joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,302664.0,SANDEEP RATHAUR,21-Sep-2022 12:51 PM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,302902.0,Surjeet Singh Thakur,21-Sep-2022 08:46 PM,Rejected-Finance,Rejected,13-Oct-2022 03:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership and sub-dealership of offered pumping machinery as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking of the curve charts along with selection of pumps and motors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
