Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,000",Nil,Nil,Yes,"5,00,000",Yes,fixed,,Nil,Nil,1.0,Extend the date of submission of bids,Date,,13-Apr-2022 05:00 PM,26-Apr-2022 11:00 AM,13-Apr-2022 05:00 PM,26-Apr-2022 10:00 AM,13-Apr-2022 05:00 PM ,26-Apr-2022 10:00 AM ,13-Apr-2022 05:00 PM,26-Apr-2022 10:00 AM,07-May-2022 11:00 AM,PWD,MinisecttGHU,2022_PWD_59525_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form and EM (Proforma of Schedules),MiniSecttGHU,Buildingworks,Please refer Tender documents. ,NA ,"18,29,86,568",Civil Works,NA ,Tender,75.0,548.0,Ghumarwin,174021.0,EE GHU Dvin HPPWD GHU ,EE GHU Dvin HPPWD GHU ,23-Apr-2022 11:00 AM ,EE GHU Dvin HPPWD GHU,No ,No,1,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,ICICI BANK,EE GHU Dvin HPPWD GHU,EE GHU Dvin HPPWD GHU,AOC,Finance,Financialevaluation,Deepak Kapil,17-May-2022 01:32 PM,finance_90070.pdf,BOQ Comparative Chart,1.0,279185.0,VISHWA BHUMI ENGINEERS P LTD,INR,"164,687,909",1.0,279099.0,", D.S.Rathore",25-Apr-2022 08:05 PM,Rejected-Finance,Return of emd,17-May-2022 01:41 PM,Technical,Technicalevaluation,Deepak Kapil,06-May-2022 01:54 PM,technical_90070.pdf,EE,Internal,SupdtDHDSRDAOAE,Deepak Kapil,06-May-2022 01:57 PM,07-May-2022 11:00 AM,techsummary_90070.pdf (686.18 KB),PWD,2022_PWD_59525_1,MinisecttGHU,MiniSecttGHU,03-Oct-2022,"INR 164,687,909",548.0,Deepak Kapil,13-Oct-2022 03:27 PM,16543-52.pdf (418.00 KB),Tender Amount of BOQ as per contract value,EE,Internal,SupdtDHDSRDAOAE,Deepak Kapil,17-May-2022 01:41 PM,finsummary_90070.pdf (729.39 KB),AOC
,,,,,,,,,,2.0,Regarding name of tender inviting auhtority etc etc,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contr Registration,,,,,,,,,,,,,,,,,,,2,Certificate Details ,Registration Certificate ,Registration Certificate Details ,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,2.0,278813.0,KDN Infrastructure Pvt. Ltd.,25-Apr-2022 09:39 PM,Rejected-Finance,Return of emd,17-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST No ,Pan No. and EPF No(General Rules No.21)",,,,,,,,,,,,,,,,,,,3,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,AOC,,,,,,,,,,,,3.0,278433.0,Madan Builders,22-Apr-2022 08:38 AM,Rejected-Finance,Return of emd,17-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done for last 05years and work in Hand Certi dully signed by concerned. Autho/EE (Gen. Rules,,,,,,,,,,,,,,,,,,,4,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,AOC,,,,,,,,,,,,4.0,278699.0,OM PARKASH SHARMA AND SONS,25-Apr-2022 07:00 PM,Rejected-Finance,Return of emd,17-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plants and Laboratory Equipment etc. (as shown in Schedule-F with reference",,,,,,,,,,,,,,,,,,,5,Certificate Details ,Income Tax Certificate ,Income Tax Certificate Details ,,,,,,AOC,,,,,,,,,,,,5.0,277556.0,S G Constructions,25-Apr-2022 05:49 PM,Rejected-Finance,Return of emd,17-May-2022 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form 7, 8 dully signed by Contractor with seal (Refer schedule A to F)",,,,,,,,,,,,,,,,,,,6,Certificate Details ,Partnership Deed ,Partnership Deed ,,,,,,AOC,,,,,,,,,,,,6.0,279185.0,VISHWA BHUMI ENGINEERS P LTD,26-Apr-2022 09:29 AM,Accepted-AOC,accepted,13-Oct-2022 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Financial Turnover for at least Five years dully verified/checked by the Charted-Accountant,,,,,,,,,,,,,,,,,,,7,Certificate Details ,Character Certificate ,Character Certificate ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Original documents before scheduled time of opening time of technical bids,,,,,,,,,,,,,,,,,,,8,Certificate Details ,Labour License ,Labour License ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All GCC will be applicable,,,,,,,,,,,,,,,,,,,9,Certificate Details ,Power of Attorney ,Power of Attorney ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the state in proforma of schedule BOQ,,,,,,,,,,,,,,,,,,,10,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
