Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"1,000",Nil,Nil,No,17-Aug-2022 06:00 PM,24-Aug-2022 11:00 AM,17-Aug-2022 06:00 PM,24-Aug-2022 10:30 AM,NA ,NA ,17-Aug-2022 06:00 PM,24-Aug-2022 10:30 AM,12-Sep-2022 03:00 PM,1.0,ICICI BANK,PWD,Beri to village Talasi road,2022_PWD_63775_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of link road in between Beri to village Talasi road km 0/0 to 4/0,SH C/o ROFD in km 0/0 to 0/540 and CD work,Please refer Tender documents. ,NA ,"26,43,185",Civil Works - Roads,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"47,200",No,fixed,,Nil,Nil,AOC,1.0,297140.0,AJEET CHAND GOVT CONTRACTOR,23-Aug-2022 03:19 PM,Rejected-Finance,l8,14-Sep-2022 03:47 PM,Technical,Attached,Vivek Sharma,09-Sep-2022 05:34 PM,technical_96094.pdf,1.0,297146.0,BALAL,INR,"1,850,229.5",Finance,Attached,Sanjay Katoch,14-Sep-2022 03:38 PM,finance_96094.pdf,BOQ Comparative Chart,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,09-Sep-2022 05:38 PM,12-Sep-2022 03:00 PM,techsummary_96094.pdf (828.94 KB),PWD,2022_PWD_63775_1,Beri to village Talasi road,Construction of link road in between Beri to village Talasi road km 0/0 to 4/0,18-Oct-2022,"INR 1,850,230",60.0,Sanjay Katoch,18-Oct-2022 06:15 PM,Award.pdf (767.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,14-Sep-2022 03:47 PM,finsummary_96094.pdf (562.12 KB),AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,AOC,2.0,297248.0,AMANDEEP SHARMA GOVT ONTRACTOR,23-Aug-2022 10:00 PM,Rejected-Finance,l3,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,AOC,3.0,297053.0,ANKUSH SHARMA GOVT CONTRACTOR,23-Aug-2022 07:10 PM,Rejected-Finance,l7,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,AOC,4.0,297250.0,Ashok Kumar,24-Aug-2022 09:13 AM,Rejected-Finance,l6,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,AOC,5.0,297146.0,BALAL,23-Aug-2022 02:12 PM,Accepted-AOC,l1,18-Oct-2022 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and ECR statement latestClearanceStatement withMonthly contributionChallan,,,,,,,AOC,6.0,296890.0,bhanu partap singh,22-Aug-2022 03:33 PM,Rejected-Finance,l9,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,AOC,7.0,297249.0,BRAHAM DASS SHARMA,24-Aug-2022 09:27 AM,Rejected-Finance,l4,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,AOC,8.0,297217.0,Gulam mohammad,23-Aug-2022 07:48 PM,Rejected-Finance,l2,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,AOC,9.0,296551.0,NAVNEET SINGH GOVT CONTRACTOR,24-Aug-2022 09:01 AM,Rejected-Finance,l5,14-Sep-2022 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,AOC,10.0,296751.0,sunny kumar chopra,21-Aug-2022 04:01 PM,Rejected-Technical,Rejected,09-Sep-2022 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
