Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-05/2022-23,2022_HPSEB_61788_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Tender for the work Providing SOP to LWSS GP Chowk , Mahadev, Chambi , Upper Bhli , Palohta , Jaidevi and Bhalana in Tehsil Sundernagar having pump house at village Dhamol GP Lower Behli , village Shilnu GP Jaidevi and near Forest rest house in GP","Tender for the work Providing SOP to LWSS GP Chowk , Mahadev, Chambi , Upper Bhli , Palohta , Jaidevi and Bhalana in Tehsil Sundernagar having pump house at village Dhamol GP Lower Behli , village Shilnu GP Jaidevi and near Forest rest house in GP",Please refer Tender documents. ,NA ,"54,58,554",Electrical Works,NA ,Tender,180.0,90.0,Bilaspur,174001.0,NA ,NA ,NA ,SE OP Circle HPSEBL Bilaspur,No ,No,1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Cost Payment Proof,"54,586",No,fixed,,Nil,Nil,1.0,ICICI BANK,SE OP Circle HPSEBL Bilaspur,SE OP Circle HPSEBL Bilaspur,16-Jun-2022 05:00 PM,01-Jul-2022 12:00 PM,17-Jun-2022 11:00 AM,28-Jun-2022 11:00 AM,NA ,NA ,17-Jun-2022 11:00 AM,28-Jun-2022 11:00 AM,06-Aug-2022 01:00 PM,1.0,Corrigendum,Date,,"1,120",Nil,Nil,No,AOC,Pankaj Sharma,Internal,,Pankaj Sharma,06-Aug-2022 12:52 PM,06-Aug-2022 01:00 PM,techsummary_93231.pdf (1366.74 KB),1.0,288612.0,M/s M.S. Electrical and Engineering works,27-Jun-2022 11:53 PM,Accepted-AOC,Lowest Rates,01-Oct-2022 10:59 AM,Finance,Price Bid Opening Summary,Pankaj Sharma,06-Aug-2022 01:37 PM,finance_93231.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Pankaj Sharma,01-Jul-2022 02:33 PM,technical_93231.pdf,01-Oct-2022,"INR 5,044,222",90.0,Pankaj Sharma,01-Oct-2022 10:59 AM,awardnit5.pdf (2819.00 KB),Pankaj Sharm,Internal,,Pankaj Sharma,16-Sep-2022 05:22 PM,finsummary_93231.pdf (742.09 KB),HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,2022_HPSEB_61788_1,NIT-05/2022-23,"Tender for the work Providing SOP to LWSS GP Chowk , Mahadev, Chambi , Upper Bhli , Palohta , Jaidevi and Bhalana in Tehsil Sundernagar having pump house at village Dhamol GP Lower Behli , village Shilnu GP Jaidevi and near Forest rest house in GP",1.0,288612.0,M/s M.S. Electrical and Engineering works,INR,"5,044,222",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A-Class Electrical license,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,287822.0,MS. Prem Enterprises,27-Jun-2022 06:44 PM,Rejected-Finance,High Rates,16-Sep-2022 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual turnover/Net Worth of the bidder certified by the Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,287523.0,TILAK RAJ,28-Jun-2022 10:50 AM,Rejected-Finance,High Rates,16-Sep-2022 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Liquid assets /evidence to the availability of fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,288881.0,VISHAL ELECTRICAL GOVT CONT,28-Jun-2022 10:55 AM,Rejected-Technical,Rejected,06-Aug-2022 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Capacity and Bid validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Staff, Plants and Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN/GST/EPF/Income Tax/Employees insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Declaration on non judicial stamp paper that he is not blacklisted by any state Govt. Agency/Deptt,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Commercial, Technical, Litigation deviation certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Power of Attorney, No change of ownership and other documents as per bid specifications",,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
