Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Providing FHTC of LWSS Nauni, LWSS Nehli Mandlahan, GWSS Chabahan, GWSS i.e. Goh Paatiya, Sherli Kotab, LWSS Chassi, LWSS Surla. LWSS Chouria Amta, LWSS Katal Teeb, LWSS Karad under JJM in Tehsil Nahan Distt. Sirmour","Prov. and Installation of Submersible P/Machinery with allied accessories and Laying, jointing and testing of 80mm dia, 65mm dia GMS Pipes Heavy Grade pipe in R/Main in LWSS Surla, L/J of G.I. Pipes, Supply and errection of Centrifugal P/Machinery wi",Please refer Tender documents. ,NA ,,Pumps/Motors,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,"1,500",Executive Engineer Jal Shakti Division Nahan,Nahan,No,15-Sep-2022 05:00 PM,22-Sep-2022 11:30 AM,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,NA ,NA ,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,06-Oct-2022 11:35 AM,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 11095-175 dt 14-9-22,2022_HPIPH_65044_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"1,68,700",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,AOC,SE Nahan,Internal,CHD AED EED EENahan SE,Ashish Rana,06-Oct-2022 11:29 AM,06-Oct-2022 11:35 AM,techsummary_97844.pdf (317.23 KB),1.0,302842.0,HYDRAULIC ENGINEERING COMPANY,21-Sep-2022 05:04 PM,Rejected-Finance,Rejected,10-Oct-2022 05:48 PM,11-Oct-2022,"INR 12,624,897",90.0,Ashish Rana,19-Oct-2022 02:21 PM,AOC.pdf (721.00 KB),Award to Contractor,Finance,Financial Bid Opening Summary,Ashish Rana,06-Oct-2022 11:46 AM,finance_97844.pdf,BOQ Comparative Chart,Technical,Technical Bid opening summary,Ashish Rana,06-Oct-2022 11:28 AM,technical_97844.pdf,SE Nahan,Internal,CHD AED EED EEN Se,Ashish Rana,10-Oct-2022 05:48 PM,finsummary_97844.pdf (344.02 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_65044_2,NHN-SMROO-722- 11095-175 dt 14-9-22,"Providing FHTC of LWSS Nauni, LWSS Nehli Mandlahan, GWSS Chabahan, GWSS i.e. Goh Paatiya, Sherli Kotab, LWSS Chassi, LWSS Surla. LWSS Chouria Amta, LWSS Katal Teeb, LWSS Karad under JJM in Tehsil Nahan Distt. Sirmour",1.0,302851.0,Roshan Chauhan,INR,"12,045,652",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,302851.0,Roshan Chauhan,22-Sep-2022 10:29 AM,Accepted-AOC,AOC,19-Oct-2022 02:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Registration in valid class as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,302639.0,SANDEEP RATHAUR,21-Sep-2022 12:30 PM,Rejected-Finance,Rejected,10-Oct-2022 05:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,undertaking Joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Dealership and sub-dealership of offered pumping machinery as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,undertaking of the curve charts along with selection of pumps and motors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
