Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
350.0,Nil,Nil,No,1.0,ICICI BANK,"19,000",No,fixed,,Nil,Nil,Executive Engineer,Elect. Division HPPWD Palampur,"R/O of E.I. to various Govt. N/R bldgs in DR.RPGMC Kangra at Tanda (SH- Eng of E.I. maint staff i.e. Elect-II in Treatment Block-5, Service Block-4, Maternity Block-6 and OPD Block-1 of 500 Bedded Hospital building Dr.RPGMC Tanda for 2021-22)","R/O of E.I. to various Govt. N/R bldgs in DR.RPGMC Kangra at Tanda (SH- Eng of E.I. maint staff i.e. Elect-II in Treatment Block-5, Service Block-4, Maternity Block-6 and OPD Block-1 of 500 Bedded Hospital building Dr.RPGMC Tanda for 2021-22)",Please refer Tender documents. ,NA ,"9,43,525",Electrical Works,NA ,Tender,120.0,365.0,Kangra at Tanda in Distt. Kangra,176061.0,NA ,NA ,NA ,Palampur,No ,No,15-Nov-2021 05:00 PM,23-Nov-2021 11:30 AM,15-Nov-2021 05:00 PM,22-Nov-2021 05:00 PM,NA ,NA ,15-Nov-2021 05:00 PM,22-Nov-2021 05:00 PM,27-Dec-2021 02:00 PM,PWD,Elect. Division HPPWD Palampur,2021_PWD_53576_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,receipt of online payment towards the cost of bid documents and Earnest Money Deposited (EMD),AOC,1.0,243304.0,Sourab Kuthiala,INR,"792,000",Finance,as Per uploaded document,Dalip singh Patial,05-Feb-2022 08:07 PM,finance_80145.pdf,BOQ Comparative Chart,1.0,243437.0,Krishan Pal,20-Nov-2021 05:18 PM,Rejected-AOC,L2,31-Oct-2022 01:36 PM,Technical,as per uploaded document,Dalip singh Patial,27-Dec-2021 01:26 PM,technical_80145.pdf,PWD,2021_PWD_53576_3,Elect. Division HPPWD Palampur,"R/O of E.I. to various Govt. N/R bldgs in DR.RPGMC Kangra at Tanda (SH- Eng of E.I. maint staff i.e. Elect-II in Treatment Block-5, Service Block-4, Maternity Block-6 and OPD Block-1 of 500 Bedded Hospital building Dr.RPGMC Tanda for 2021-22)",Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Kumar Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,27-Dec-2021 01:29 PM,27-Dec-2021 02:00 PM,techsummary_80145.pdf (288.03 KB),Er. Dalip Singh Patial Executive Engineer,Internal,Sh. Naresh Singh Supdt. Sh. Manoj Kumar Sr. Asstt. Sh. Atul Nag JDM,Dalip singh Patial,05-Feb-2022 09:59 PM,finsummary_80145.pdf (197.29 KB),31-Oct-2022,"INR 1,346,040",365.0,Dalip singh Patial,31-Oct-2022 01:36 PM,aoc1925-30.pdf (723.00 KB),awarded to the lowest bidder,AOC
,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration certificate in appropriate class in HPPWD Electrical,AOC,,,,,,,,,,,,2.0,243675.0,M/s Jamwal nxt gen energy solutions,21-Nov-2021 12:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Dec-2021 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration certificate,AOC,,,,,,,,,,,,3.0,243660.0,pankaj saini,21-Nov-2021 08:26 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Dec-2021 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration certificate,AOC,,,,,,,,,,,,4.0,243304.0,Sourab Kuthiala,19-Nov-2021 01:35 PM,Accepted-AOC,L1,31-Oct-2022 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR filed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,similar work done certificate (minimum one work not less than 40 percent of estimated cost),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form-8 of GCC printed on judicial papers duly signed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of bid documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in the department as per enlistment rules-2021,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities (BOQ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
