Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
400.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,R/M of various LWSS/GWSS under Jal Shakti Subdivision Jamta in Tehsil Nahan Distt. Sirmour HP,Providing and supplying of skilled/unskilled labour for running and maintenance of various scheme under JSV Subdivision Jamta,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 11095-175 dt 14-9-22,2022_HPIPH_65028_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"31,120",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,15-Sep-2022 05:00 PM,22-Sep-2022 11:30 AM,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,NA ,NA ,15-Sep-2022 05:00 PM,22-Sep-2022 11:00 AM,23-Sep-2022 05:15 PM,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,AOC,SE Nahan,Internal,Sudt CHD AED EED EEN SE,Ashish Rana,29-Sep-2022 11:50 AM,finsummary_97816.pdf (344.78 KB),1.0,303033.0,PARDEEP SINGH,INR,"1,136,700","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_65028_1,NHN-SMROO-722- 11095-175 dt 14-9-22,R/M of various LWSS/GWSS under Jal Shakti Subdivision Jamta in Tehsil Nahan Distt. Sirmour HP,1.0,302669.0,Jawant Singh,21-Sep-2022 12:43 PM,Rejected-Finance,Rejected,29-Sep-2022 11:50 AM,ER Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,23-Sep-2022 05:09 PM,23-Sep-2022 05:15 PM,techsummary_97816.pdf (317.69 KB),Technical,Technical Bid Opening Summary,Ashish Rana,23-Sep-2022 05:07 PM,technical_97816.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,23-Sep-2022 05:21 PM,finance_97816.pdf,BOQ Comparative Chart,07-Oct-2022,"INR 1,556,100",90.0,Ashish Rana,22-Oct-2022 01:18 PM,AOC.pdf (671.00 KB),Award to Contractor,AOC
,,,,,,.pdf,Cost of Tender Form as mentioned in NIT,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,303033.0,PARDEEP SINGH,22-Sep-2022 10:29 AM,Accepted-AOC,AOC,22-Oct-2022 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Copy of Registration in valid class as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3.0,302942.0,PREM SINGH,21-Sep-2022 09:26 PM,Rejected-Finance,Rejected,29-Sep-2022 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,EPF Registration as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4.0,302563.0,tanushree trader,21-Sep-2022 10:33 PM,Rejected-Finance,Rejected,29-Sep-2022 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,PAN and GST as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5.0,302191.0,VIRENDER SINGH,19-Sep-2022 12:15 PM,Rejected-Finance,Rejected,29-Sep-2022 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Undertaking joint venture is not allowed as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
