S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Opening date change,Date,,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,"2,000",Nil,Nil,No,1.0,ICICI BANK,"1,76,500",No,fixed,,Nil,Nil,10-Jun-2022 09:00 AM,22-Jun-2022 11:30 AM,10-Jun-2022 10:00 AM,22-Jun-2022 11:00 AM,NA ,NA ,10-Jun-2022 10:00 AM,22-Jun-2022 11:00 AM,11-Jul-2022 11:30 AM,PWD,EE Salooni letter No. 4222-4271 dated 03-06-2022,2022_PWD_61614_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of link road to village Chiterkut in GP Gwalu K.M. 0/0 to 1/0,"Improvement of deficiency, Construction of Retaining walls, Breast walls, P/L, M/T, Construction of 900mm dia hume pipe culvert, V-shape drain and parapets at R.D. 0/0 to 1/0",Please refer Tender documents. ,NA ,"88,20,525",Civil Works,NA ,Tender,75.0,180.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,AOC,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,05-Jul-2022 06:33 PM,11-Jul-2022 11:30 AM,techsummary_92989.pdf (868.47 KB),PWD,2022_PWD_61614_1,EE Salooni letter No. 4222-4271 dated 03-06-2022,Construction of link road to village Chiterkut in GP Gwalu K.M. 0/0 to 1/0,25-Aug-2022,"INR 8,820,525",180.0,Deepak Mahajan,12-Oct-2022 07:00 PM,AL.pdf (1394.00 KB),Award letter,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,11-Aug-2022 05:06 PM,finsummary_92989.pdf (18.17 KB),1.0,286853.0,Gargesh Kumar,18-Jun-2022 10:14 AM,Rejected-Technical,non responsive,05-Jul-2022 06:33 PM,Technical,Technical bid opening summary,Deepak Mahajan,05-Jul-2022 06:31 PM,technical_92989.pdf,1.0,Revocation,Revocation of tender,05-Jul-2022 06:11 PM,Revoke.pdf ,596.26,Technical Opening,Finance,Bid opening Summary,Deepak Mahajan,11-Aug-2022 05:03 PM,finance_92989.pdf,BOQ Comparative Chart,1.0,286738.0,Pawan Thakur Govt. Contractor,INR,"7,003,495",AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,287333.0,Jagdish Chander Thakur,17-Jun-2022 05:39 PM,Rejected-Finance,Other Than Lowest,11-Aug-2022 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,287370.0,Kartik Thakur,17-Jun-2022 11:01 PM,Rejected-Finance,Other Than Lowest,11-Aug-2022 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,286738.0,Pawan Thakur Govt. Contractor,18-Jun-2022 08:07 AM,Accepted-AOC,Work in progress,12-Oct-2022 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,287383.0,Rakesh Govt Contr,18-Jun-2022 09:20 AM,Rejected-Technical,non responsive,05-Jul-2022 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 26.2 b of general and direction and as per schedule F,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Own/hired- Hot Mix Plant/Mini hot mix plant and road Roller affidavit documentary proof,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
