Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","40,100",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,ICICI BANK,07-Jun-2022 10:00 AM,13-Jun-2022 11:00 AM,07-Jun-2022 10:30 AM,13-Jun-2022 09:00 AM,NA ,NA ,07-Jun-2022 10:30 AM,13-Jun-2022 09:00 AM,20-Jun-2022 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,Job 6 Construction of Link road Harizan Basti Jalgran to Mohalla Harizan Mohalla Sareda km 0-0 to 1-240 Sub Head P.L C.C. Pavement km. 0-100 to 0-225 and 0-945 to 1-230 and W-Matel Crash Barrier at RD 0-550 to 0-620 and 0-640 to 0-730 Under SCCP,Job 6 Construction of Link road Harizan Basti Jalgran to Mohalla Harizan Mohalla Sareda km 0-0 to 1-240 Sub Head P.L C.C. Pavement km. 0-100 to 0-225 and 0-945 to 1-230 and W-Matel Crash Barrier at RD 0-550 to 0-620 and 0-640 to 0-730 Under SCCP,Please refer to Bidding Documents ,NA ,"21,72,122",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 6 Construction of Link road Harizan Basti Jal,2022_PWD_61463_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,27-Jun-2022 11:02 AM,finance_92747.pdf,BOQ Comparative Chart,1.0,286111.0,Balbir Singh Govt Contractor,INR,"2,206,370",1.0,286469.0,Atul Shrma,12-Jun-2022 07:46 PM,Rejected-Finance,Not L-1,27-Jun-2022 11:53 AM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,16-Jun-2022 05:46 PM,technical_92747.pdf,PWD,2022_PWD_61463_1,Job 6 Construction of Link road Harizan Basti Jal,Job 6 Construction of Link road Harizan Basti Jalgran to Mohalla Harizan Mohalla Sareda km 0-0 to 1-240 Sub Head P.L C.C. Pavement km. 0-100 to 0-225 and 0-945 to 1-230 and W-Matel Crash Barrier at RD 0-550 to 0-620 and 0-640 to 0-730 Under SCCP,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,18-Jun-2022 05:17 PM,20-Jun-2022 10:00 AM,techsummary_92747.pdf (615.30 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,27-Jun-2022 11:53 AM,finsummary_92747.pdf (403.58 KB),29-Jul-2022,"INR 2,172,122",60.0,Rajesh Kumar,06-Oct-2022 04:38 PM,Awardletter.pdf (887.00 KB),Awardletter,AOC
,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,286111.0,Balbir Singh Govt Contractor,11-Jun-2022 07:15 PM,Accepted-AOC,ok,06-Oct-2022 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,286366.0,Rishi Kumar,11-Jun-2022 08:10 PM,Rejected-Technical,As per Evaluation Bids,18-Jun-2022 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,286447.0,Satish Kumar,12-Jun-2022 06:11 PM,Rejected-Technical,As per Evaluation Bids,18-Jun-2022 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
