EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"17,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,28-Sep-2022 06:00 PM,06-Oct-2022 11:00 AM,28-Sep-2022 06:00 PM,06-Oct-2022 10:30 AM,NA ,NA ,28-Sep-2022 06:00 PM,06-Oct-2022 10:30 AM,07-Oct-2022 10:30 AM,350.0,Nil,Nil,No,Construction of Sidharth Govt Degree College Nadaun Distt Hamirpur HP,SH Installation of wire mesh 20 feet in height on existing MS Grill and parapets around the existing breast wall of the playground,Please refer Tender documents. ,NA ,"8,49,499",Civil Works - Roads,NA ,Tender,60.0,30.0,Hamrpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,Sidharth Govt Degree College Nadaun,2022_PWD_65690_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,306322.0,ANKUSH SHARMA GOVT CONTRACTOR,05-Oct-2022 06:20 PM,Rejected-Finance,l5,17-Oct-2022 11:20 AM,Technical,Attached,Vivek Sharma,06-Oct-2022 06:39 PM,technical_98864.pdf,Finance,Attaced,Sanjay Katoch,17-Oct-2022 11:15 AM,finance_98864.pdf,BOQ Comparative Chart,1.0,306200.0,TAIN SINGH,INR,"648,081.55",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,06-Oct-2022 06:43 PM,07-Oct-2022 10:30 AM,techsummary_98864.pdf (1462.84 KB),PWD,2022_PWD_65690_1,Sidharth Govt Degree College Nadaun,Construction of Sidharth Govt Degree College Nadaun Distt Hamirpur HP,17-Oct-2022,"INR 648,082",30.0,Sanjay Katoch,17-Oct-2022 11:22 AM,65690.pdf (678.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,17-Oct-2022 11:20 AM,finsummary_98864.pdf (678.06 KB),AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,305962.0,Edge India,04-Oct-2022 12:11 PM,Rejected-Technical,Rejeceted,06-Oct-2022 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,306326.0,Gulam mohammad,05-Oct-2022 07:56 PM,Rejected-Finance,l3,17-Oct-2022 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,306362.0,RAJESH JASWAL,05-Oct-2022 09:17 PM,Rejected-Technical,Rejected,06-Oct-2022 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,GST and EPF Registration and ECR statement latestClearanceStatement withMonthly contributionChallan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,306311.0,RAJESH KUMAR GOVT CONT.,05-Oct-2022 05:53 PM,Rejected-Finance,l4,17-Oct-2022 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,305672.0,SUBHASH CHAND GOVT CONTRACTOR,05-Oct-2022 03:04 PM,Rejected-Finance,l2,17-Oct-2022 11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,306200.0,TAIN SINGH,05-Oct-2022 12:23 PM,Accepted-AOC,l1,17-Oct-2022 11:23 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
