S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,Chandu Ram house to Samshan Ghat Jhatwar,2022_PWD_64708_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of link road from Chandu Ram house to Samshan Ghat Jhatwar Lambloo Sikander road km 0/0 to 0/750,"SH ROFD at RD 0/060 to 0/210, 900mm dia Hume pipe culvert at RD 0/525, 0/730 and R/wall at RD 0/405 to 0/425, 0/475 to 0/490 Under OTMNP",Please refer Tender documents. ,NA ,"17,08,401",Civil Works - Roads,NA ,Tender,90.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,09-Sep-2022 09:00 AM,15-Sep-2022 11:00 AM,09-Sep-2022 09:00 AM,15-Sep-2022 10:30 AM,NA ,NA ,09-Sep-2022 09:00 AM,15-Sep-2022 10:30 AM,24-Sep-2022 03:00 PM,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"33,200",No,fixed,,Nil,Nil,AOC,1.0,301254.0,Abhishek thakur,14-Sep-2022 08:13 PM,Rejected-Finance,l6,18-Oct-2022 07:01 PM,Technical,Atached,Sanjay Katoch,23-Sep-2022 04:40 PM,technical_97384.pdf,Finance,Attached,Sanjay Katoch,18-Oct-2022 06:55 PM,finance_97384.pdf,BOQ Comparative Chart,1.0,301220.0,ANOOP VERMA,INR,"1,255,065.2",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,23-Sep-2022 04:52 PM,24-Sep-2022 03:00 PM,techsummary_97384.pdf (1352.76 KB),PWD,2022_PWD_64708_1,Chandu Ram house to Samshan Ghat Jhatwar,Construction of link road from Chandu Ram house to Samshan Ghat Jhatwar Lambloo Sikander road km 0/0 to 0/750,18-Oct-2022,"INR 1,255,065",60.0,Sanjay Katoch,18-Oct-2022 07:05 PM,Award123.pdf (898.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,18-Oct-2022 07:01 PM,finsummary_97384.pdf (737.44 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,AOC,2.0,301081.0,AJAY THAKUR GOVT CONT,14-Sep-2022 07:12 PM,Rejected-Finance,l5,18-Oct-2022 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,AOC,3.0,301220.0,ANOOP VERMA,14-Sep-2022 06:45 PM,Accepted-AOC,l1,18-Oct-2022 07:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,AOC,4.0,300518.0,bhanu partap singh,12-Sep-2022 05:26 PM,Rejected-Finance,l3,18-Oct-2022 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and ECR statement latestClearanceStatement withMonthly contributionChallan,,,,,,,AOC,5.0,301056.0,KAMAL PATHANIA GOVT.CONTRACTOR,14-Sep-2022 03:50 PM,Rejected-Finance,l2,18-Oct-2022 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,AOC,6.0,301076.0,M/s Saurabh Sharma Govt Contractor,14-Sep-2022 07:22 PM,Rejected-Finance,l4,18-Oct-2022 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,AOC,7.0,300716.0,RAKESH KUMAR,14-Sep-2022 07:16 AM,Rejected-Technical,Rejected,23-Sep-2022 04:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
