Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),PWD,Tender/2021-22-9688-9737 dated 18.01.2022,2022_PWD_56172_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,S/R to link road from Paonta to Rampurghat road km 0/0 to 5/0(SH-Providing metalling and tarring in km 0/900 to 1/270).,S/R to link road from Paonta to Rampurghat road km 0/0 to 5/0(SH-Providing metalling and tarring in km 0/900 to 1/270).,Please refer tender document ,NA ,"13,37,900",Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"26,800",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,01-Feb-2022 04:30 PM,18-Feb-2022 11:00 AM,01-Feb-2022 05:00 PM,18-Feb-2022 10:30 AM,NA ,NA ,01-Feb-2022 05:00 PM,18-Feb-2022 10:30 AM,19-Feb-2022 04:00 PM,1.0,Date of postponed,Date,,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),AOC,PWD,2022_PWD_56172_2,Tender/2021-22-9688-9737 dated 18.01.2022,S/R to link road from Paonta to Rampurghat road km 0/0 to 5/0(SH-Providing metalling and tarring in km 0/900 to 1/270).,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,19-Feb-2022 03:35 PM,19-Feb-2022 04:00 PM,techsummary_84440.pdf (673.33 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,14-Mar-2022 02:11 PM,finsummary_84440.pdf (305.33 KB),19-Oct-2022,"INR 1,337,900",180.0,Kishan Lal Chaudhary,19-Oct-2022 01:50 PM,aoc.pdf (981.00 KB),AOC,1.0,264218.0,H. C. Bansal Engg. & Contt.,INR,"1,140,208",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,14-Mar-2022 10:59 AM,finance_84440.pdf,BOQ Comparative Chart,1.0,264218.0,H. C. Bansal Engg. & Contt.,17-Feb-2022 12:13 AM,Accepted-AOC,Work Completed,19-Oct-2022 01:51 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,19-Feb-2022 01:23 PM,technical_84440.pdf,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,261270.0,Manoj Chawla,17-Feb-2022 03:30 PM,Rejected-Finance,L2,14-Mar-2022 02:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Contractor registration- refer general rule sr. No 24.3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration (Refer General Rule No.24.4)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1 duly signed by the concerned officer.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid will be rejected if any incomplete work noticed beyond stipulated period without genuine reasons,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership/Affidavit etc.",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"If contractor takes machinery on hire basis, affidavit is required from the owner/provider a/w proof",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
