Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EE Hamirpur,Executive Engineer HPPWD Hamirpur,500.0,Nil,Nil,No,"38,900",No,fixed,,Nil,Nil,13-Jun-2022 06:00 PM,20-Jun-2022 11:00 AM,13-Jun-2022 06:00 PM,20-Jun-2022 10:30 AM,NA ,NA ,13-Jun-2022 06:00 PM,20-Jun-2022 10:30 AM,29-Jun-2022 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,RM of GDC Bharmoti at Nadaun,2022_PWD_61682_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Repair and maintenance of Govt. Degree College Bharmoti Tehsil Nadaun Distt Hamirpur,SH Painting of Arts Block and Science Block or Administrative Block Inner and Outer side of Building Portion,Please refer Tender documents. ,NA ,"20,90,883",Civil Works - Buildings,NA ,Tender,60.0,60.0,Hamrpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,ICICI BANK,AOC,Finance,Attached,Vivek Sharma,29-Aug-2022 12:11 PM,finance_93082.pdf,BOQ Comparative Chart,1.0,287397.0,SURESH THAKUR GOV CONT,INR,"1,463,598.96",1.0,287574.0,ABHISHEK,20-Jun-2022 08:34 AM,Rejected-Technical,Rejected,28-Jun-2022 06:41 PM,Technical,Attached,Vivek Sharma,28-Jun-2022 06:36 PM,technical_93082.pdf,PWD,2022_PWD_61682_1,RM of GDC Bharmoti at Nadaun,Repair and maintenance of Govt. Degree College Bharmoti Tehsil Nadaun Distt Hamirpur,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,28-Jun-2022 06:41 PM,29-Jun-2022 11:00 AM,techsummary_93082.pdf (1485.91 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,29-Aug-2022 12:13 PM,finsummary_93082.pdf (624.26 KB),28-Oct-2022,"INR 1,463,599",60.0,Sanjay Katoch,28-Oct-2022 12:27 PM,Award111111.pdf (705.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,287274.0,MUKESH CHAND,18-Jun-2022 01:56 PM,Rejected-Technical,Rejected,28-Jun-2022 06:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,287415.0,RAJESH JASWAL,18-Jun-2022 01:40 PM,Rejected-Technical,Rejected,28-Jun-2022 06:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,287503.0,SANJAY KUMAR GOVT CONTRACTOR,19-Jun-2022 02:01 PM,Rejected-Finance,l2,29-Aug-2022 12:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,287397.0,SURESH THAKUR GOV CONT,19-Jun-2022 12:12 PM,Accepted-AOC,l1,28-Oct-2022 12:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,287508.0,VRIDDHI ENGINEERING CONSULTANCY,19-Jun-2022 01:54 PM,Rejected-Technical,Rejected,28-Jun-2022 06:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,287062.0,V.V. CONSTRUCTION CO.,18-Jun-2022 06:23 PM,Rejected-Technical,Rejected,28-Jun-2022 06:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
