Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,EMD and Tender Cost Payment Proof,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,NIT-10/2022-23,2022_HPSEB_63021_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Tender for the work Providing SOP to LWSS Behna Khad to Balidhar Sanarli and Gowalpur Teban Sarahan in Tehsil Karsog Distt. Mandi H.P Phase 2nd Under ESD HPSEBL , Seri NIT 10 2022 23","Tender for the work Providing SOP to LWSS Behna Khad to Balidhar Sanarli and Gowalpur Teban Sarahan in Tehsil Karsog Distt. Mandi H.P Phase 2nd Under ESD HPSEBL , Seri NIT 10 2022 23",Please refer Tender documents. ,NA ,"48,82,213",Electrical Works,NA ,Tender,180.0,120.0,Bilaspur,174001.0,NA ,NA ,NA ,SE OP Circle HPSEBL Bilaspur,No ,No,SE OP Circle HPSEBL Bilaspur,SE OP Circle HPSEBL Bilaspur,"1,120",Nil,Nil,No,1.0,Addendum III,Date,,"48,822",No,fixed,,Nil,Nil,23-Jul-2022 02:00 PM,23-Aug-2022 11:00 AM,24-Jul-2022 11:00 AM,22-Aug-2022 11:00 AM,NA ,NA ,24-Jul-2022 11:00 AM,22-Aug-2022 11:00 AM,08-Sep-2022 01:40 PM,1.0,ICICI BANK,AOC,Er. Pankaj Sharma,Internal,,Pankaj Sharma,01-Oct-2022 10:38 AM,finsummary_95020.pdf (741.32 KB),HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur,2022_HPSEB_63021_1,NIT-10/2022-23,"Tender for the work Providing SOP to LWSS Behna Khad to Balidhar Sanarli and Gowalpur Teban Sarahan in Tehsil Karsog Distt. Mandi H.P Phase 2nd Under ESD HPSEBL , Seri NIT 10 2022 23",1.0,293438.0,TILAK RAJ,INR,"5,649,100",01-Oct-2022,"INR 5,649,100",120.0,Pankaj Sharma,01-Oct-2022 10:41 AM,awardnit10.pdf (2742.00 KB),Finance,Financial Bid Opening Summary,Pankaj Sharma,08-Sep-2022 03:46 PM,finance_95020.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Pankaj Sharma,23-Aug-2022 03:01 PM,technical_95020.pdf,Er. Pankaj Sharma,Internal,,Pankaj Sharma,08-Sep-2022 01:37 PM,08-Sep-2022 01:40 PM,techsummary_95020.pdf (1157.50 KB),1.0,293735.0,SUNEEL THAKUR ELECTRICAL,16-Aug-2022 10:34 AM,Rejected-Finance,High Rates,01-Oct-2022 10:38 AM,AOC
,,.pdf,A-Class Electrical license and Work Experience/Performance Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,293438.0,TILAK RAJ,16-Aug-2022 10:40 AM,Accepted-AOC,Lowest Bidder,01-Oct-2022 10:42 AM,AOC
,,.pdf,Annual Turnover/Net Worth of the bidder certified by the Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Liquid assets /Evidence to the availability of fund from Nationalized Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bid Capacity and Bid validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of Staff, Plants and Machinery and PERT Chart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PAN/GST/EPF/Income Tax/Employees insurance as required under rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Declaration on non judicial stamp paper that he is not blacklisted by any state Govt. Agency/Deptt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"No Commercial Deviation, Technical Deviation and No Litigation against HPSEBL certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Power of Attorney, No change of ownership and other documents as per bid specifications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
