Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Chief Engineer (Roads), PWRD, Assam","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003",1.0,Fee/PreQual/Technical,.pdf,Bid Security,Public Works Roads Department,CEDEV/RIDFXXVII/210/2021-22/01,2021_PWD_23865_17,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,29-Dec-2021 06:00 PM,19-Jan-2022 02:30 PM,29-Dec-2021 06:00 PM,19-Jan-2022 02:00 PM,29-Dec-2021 06:00 PM ,19-Jan-2022 02:00 PM ,07-Jan-2022 02:00 PM,19-Jan-2022 02:00 PM,19-Feb-2022 04:40 PM,"14,86,000",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,1.0,DD - Demand Draft,"10,000","Empowered Officer, Assam State Road Board",GUWAHATI,No,RE_RIDF-XXVII_Jania_01 Construction of Road cum Embankment M/E along L/B Of river Morachaulkhowa under RIDF-XXVII of NABARD for the year 2021-22,RE_RIDF-XXVII_Jania_01 Construction of Road cum Embankment M/E along L/B Of river Morachaulkhowa under RIDF-XXVII of NABARD for the year 2021-22,Please refer Tender documents. ,NA ,"7,42,80,000",Civil Works,NA ,Tender,180.0,365.0,Jania,781003.0,"Development Branch, O/o the Chief Engineer (Roads) ","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003 ",05-Jan-2022 12:00 PM ,"O/o the Chief Engineer (Roads), PWRD, Assam",No ,No,AOC,15-Oct-2022,INR 6.6852E+7,365.0,MRIDUL TALUKDAR,15-Oct-2022 04:13 PM,Jania1.pdf (266.00 KB),Finance,Financial Opened,SANJITA BODO,19-Feb-2022 04:47 PM,,BOQ Comparative Chart,CE,Internal,,MRIDUL TALUKDAR,29-Mar-2022 05:08 PM,finsummary_36629.pdf (456.48 KB),1,130139,BHUPEN DAIMARY,18-Jan-2022 03:18 PM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy",Internal,,MRIDUL TALUKDAR,19-Feb-2022 04:35 PM,19-Feb-2022 04:40 PM,techsummary_36629.pdf (380.69 KB),Public Works Roads Department,2021_PWD_23865_17,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Jania_01 Construction of Road cum Embankment M/E along L/B Of river Morachaulkhowa under RIDF-XXVII of NABARD for the year 2021-22,Technical,verified,MRIDUL TALUKDAR,19-Feb-2022 04:33 PM,technical_36629.pdf,1.0,130243.0,Sri Gunajit Nath,INR,66852000.0,AOC
,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,130372,Build worth Trade Engineers,19-Jan-2022 12:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2022 04:33 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,130367,Competent Infrastructure and consulting(CICON) Pvt.Ltd,19-Jan-2022 12:03 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Feb-2022 04:33 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,130168,kajalkrdas,18-Jan-2022 05:35 PM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,129863,LAJIK BRAHMA,18-Jan-2022 10:53 AM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form Of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,129983,Md Mastafa Ali,18-Jan-2022 12:25 AM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,130303,Md Nabirul Islam,19-Jan-2022 08:45 AM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,130127,Md. Sarif Ali,18-Jan-2022 07:14 PM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,129755,M/S Royal Smart Construction,19-Jan-2022 01:52 PM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,130064,m/s s s d construction,18-Jan-2022 06:12 PM,Rejected-AOC,Rejected,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,130243,Sri Gunajit Nath,18-Jan-2022 09:56 PM,Accepted-AOC,Awarded,15-Oct-2022 04:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC
