Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,Blackspot on Mattansidh Pacca Bharo,2022_PWD_64979_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"13,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,15-Sep-2022 09:00 AM,21-Sep-2022 11:00 AM,15-Sep-2022 09:00 AM,21-Sep-2022 10:30 AM,NA ,NA ,15-Sep-2022 09:00 AM,21-Sep-2022 10:30 AM,29-Sep-2022 11:00 AM,EE Hamirpur,Executive Engineer HPPWD Hamirpur,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,Improvement of Blackspot on Mattansidh Pacca Bharo via Hamirpur road Km 0/0 to 5/400,SH Widening of curves at RD 2/920 to 2/975 and construction of retaining wall at RD 2/935 to 2/960,Please refer Tender documents. ,NA ,"6,68,768",Civil Works - Roads,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,AOC,1.0,302538.0,ANKUSH KAPIL,20-Sep-2022 07:11 PM,Accepted-AOC,l1,28-Oct-2022 12:44 PM,Technical,Attached,Sanjay Katoch,28-Sep-2022 04:50 PM,technical_97745.pdf,1.0,302538.0,ANKUSH KAPIL,INR,"524,445",Finance,Attached,Vivek Sharma,10-Oct-2022 11:42 AM,finance_97745.pdf,BOQ Comparative Chart,PWD,2022_PWD_64979_1,Blackspot on Mattansidh Pacca Bharo,Improvement of Blackspot on Mattansidh Pacca Bharo via Hamirpur road Km 0/0 to 5/400,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,28-Sep-2022 05:25 PM,29-Sep-2022 11:00 AM,techsummary_97745.pdf (1565.34 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,10-Oct-2022 11:47 AM,finsummary_97745.pdf (683.45 KB),28-Oct-2022,"INR 521,695",60.0,Sanjay Katoch,28-Oct-2022 12:44 PM,AnkushAward.pdf (1480.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,AOC,2.0,302452.0,Nitin Patial,20-Sep-2022 06:16 PM,Rejected-Finance,l5,10-Oct-2022 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,AOC,3.0,302451.0,RAJESH KUMAR GOVT CONTRACTOR,20-Sep-2022 06:00 PM,Rejected-Finance,l4,10-Oct-2022 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,AOC,4.0,302520.0,RAVINDER KUMAR,20-Sep-2022 07:12 PM,Rejected-Finance,l2,10-Oct-2022 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and ECR statement latestClearanceStatement withMonthly contributionChallan,,,,,,,,,,,,,,,,,,,AOC,5.0,302232.0,SANJAY GAUTAM GOVT CONTRACTOR,20-Sep-2022 11:18 AM,Rejected-Finance,l3,10-Oct-2022 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
