EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Processing Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"50,000",No,fixed,,Nil,Nil,Sugical Instruments,Supply of Surgical Instruments to ACCF hospitals,Please refer Tender documents. ,NA ,,Medical Equipments/Waste,Surgical Instruments ,Rate Contract,180.0,30.0,Guwahati,781022.0,ACCF office ,ACCF office and online Teams meeting link is available on www dot assamcancercarefoundation dot org ,12-Apr-2022 02:00 PM ,ACCF office,No ,No,1.0,Corrigendum 1,Date,,1.0,Fee/PreQual/Technical,.pdf,Documents,ASSAM CANCER CARE FOUNDATION,ACCF/Surgical Instruments/2022-23/42,2022_ACCF_25026_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Online,No,No,No,07-Apr-2022 04:30 PM,04-May-2022 05:30 PM,07-Apr-2022 05:00 PM,04-May-2022 03:30 PM,NA ,NA ,21-Apr-2022 09:00 AM,04-May-2022 03:30 PM,06-Jul-2022 04:30 PM,"COO, ACCF",3rd floor V K Trade Centre G S Road Opp Down Town Hospital Guwahati,0.0,"1,000",Nil,Nil,No,1.0,SBI Bank,AOC,Technical,NOTICE FOR FINANCIAL BID OPENING AND TECHNICAL RESULT.,Nayan Khaund,04-Jul-2022 02:55 PM,technical_38653.pdf,ASSAM CANCER CARE FOUNDATION,2022_ACCF_25026_1,ACCF/Surgical Instruments/2022-23/42,Sugical Instruments,02-Sep-2022,INR 5308679.0,30.0,Nayan Khaund,27-Oct-2022 10:42 AM,AOCPDF.pdf (421.00 KB),as per attached document.,Finance,Financial Bid results,Nayan Khaund,10-Aug-2022 11:56 AM,finance_38653.pdf,BOQ Comparative Chart,1,146418,Adarsh Enterprises,22-Apr-2022 05:38 PM,Rejected-AOC,NOT AWARDED,27-Oct-2022 10:47 AM,1.0,146379.0,ULTIMATE MEDICAL DEVICES,INR,504912.0,CHIEF OPERATING OFFICER,Internal,HEAD OPERATIONS HEAD MEDICAL PROGRAM HEAD PROCUREMENT AGM PROCUREMENT HEAD NURSING DGM FA BME,Nayan Khaund,10-Aug-2022 12:27 PM,finsummary_38653.pdf (479.28 KB),Chief Operating Officer,Internal,Head Medical operations Head Medical Programe Head Nursing Head Procurement AGM Procurement Biomedical Engineers and Subject matter expert,Nayan Khaund,04-Jul-2022 03:05 PM,06-Jul-2022 04:30 PM,techsummary_38653.pdf (666.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,146728,Asomi Enterprise,26-Apr-2022 05:35 PM,Not Admitted-Fee/PreQual/Technical,Others-Not Qualified.,04-Jul-2022 02:55 PM,2.0,147033.0,United Traders,INR,95312.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,147300,DAL THOMS SCIENTIFIC,04-May-2022 02:55 PM,Not Admitted-Fee/PreQual/Technical,Others-Not Qualified.,04-Jul-2022 02:55 PM,3.0,147210.0,Vikas Medical Devices,INR,331336.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,147280,FAMA Marketing,04-May-2022 01:55 PM,Rejected-AOC,NOT AWARDED,27-Oct-2022 10:47 AM,4.0,147266.0,MEDISYS,INR,274064.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,147312,ITAS G. PHARMA,04-May-2022 02:01 PM,Accepted-AOC,AWARDED,27-Oct-2022 10:47 AM,5.0,147312.0,ITAS G. PHARMA,INR,3281888.0,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,147302,MEDICAL SOLUTIONS,04-May-2022 02:53 PM,Not Admitted-Fee/PreQual/Technical,Others-Not Qualified.,04-Jul-2022 02:55 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,147295,Medirover,04-May-2022 12:23 PM,Not Admitted-Fee/PreQual/Technical,Others-Not Qualified.,04-Jul-2022 02:55 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,147266,MEDISYS,04-May-2022 01:24 PM,Accepted-AOC,LOI/RC,27-Oct-2022 10:47 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,147194,Premier Sales,04-May-2022 11:43 AM,Not Admitted-Fee/PreQual/Technical,Others-Not Qualified.,04-Jul-2022 02:55 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,146379,ULTIMATE MEDICAL DEVICES,04-May-2022 11:39 AM,Accepted-AOC,AWARDED,27-Oct-2022 10:47 AM,,,,,,,,,,,,,,,,,,,AOC
