S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,PWD,PWP/CB/Tender/9272-9320 dated 25.02.2021,2021_PWD_45720_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),"1,14,000",No,fixed,,Nil,Nil,18-Mar-2021 04:30 PM,24-Mar-2021 11:00 AM,18-Mar-2021 05:00 PM,23-Mar-2021 05:00 PM,NA ,NA ,18-Mar-2021 05:00 PM,23-Mar-2021 05:00 PM,25-Mar-2021 03:00 PM,Periodical renewal on Badripur Jamniwala Parduni road km. 0/0 to 15/0. Under Annual Maintenance Plan for the year 2021-22,"(SH- Repair of pot holes by providing and laying WBM G-III correction layer and 30mm. thick bituminous concrete in km. 3/0 to 4/0, 5/0 to 6/0, 7/o to 9/0, 13/0 to 14/0 and 14/0 to 15/0).",Please refer tender document ,NA ,,Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),"2,000",Nil,Nil,No,AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,25-Mar-2021 02:23 PM,25-Mar-2021 03:00 PM,techsummary_68781.pdf (809.82 KB),PWD,2021_PWD_45720_2,PWP/CB/Tender/9272-9320 dated 25.02.2021,Periodical renewal on Badripur Jamniwala Parduni road km. 0/0 to 15/0. Under Annual Maintenance Plan for the year 2021-22,19-Oct-2022,"INR 8,132,285",180.0,Kishan Lal Chaudhary,19-Oct-2022 01:47 PM,aoc.pdf (1017.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,30-Apr-2021 03:14 PM,finsummary_68781.pdf (402.53 KB),Finance,Fin bid opening summary,Kishan Lal Chaudhary,30-Apr-2021 03:06 PM,finance_68781.pdf,BOQ Comparative Chart,1.0,204707.0,H. C. Bansal Engg. & Contt.,INR,"6,746,440",1.0,204707.0,H. C. Bansal Engg. & Contt.,22-Mar-2021 10:20 PM,Accepted-AOC,Work Completed,19-Oct-2022 01:48 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,25-Mar-2021 02:17 PM,technical_68781.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,204684.0,Manoj Chawla,23-Mar-2021 11:58 AM,Rejected-Finance,L2,30-Apr-2021 03:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 24.3,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,204753.0,Nakul Chauhan,21-Mar-2021 11:58 PM,Rejected-Finance,L3,30-Apr-2021 03:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,204854.0,PRADEEP KUMAR,23-Mar-2021 12:05 PM,Rejected-Technical,Not Qualified,25-Mar-2021 02:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,204461.0,Rashid Ali Civil Contractor,23-Mar-2021 08:39 AM,Rejected-Finance,L5,30-Apr-2021 03:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,205275.0,S.S. Associates,23-Mar-2021 02:37 PM,Rejected-Finance,L4,30-Apr-2021 03:14 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him. (General Rule Sr. No.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work applicable above 5000000,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Bidding Capacity/C.A. annual report. applicable above 50,00000 estimated cost.",,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
