Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
Construction of Veterinary Hospital at Bhalei Tehsil Salooni District Chamba HP,"Constriction of building portion, W.S. and S.I., rain water harvesting system, C/o septic tank and site development",Please refer Tender documents. ,NA ,"77,27,650",Civil Works - Buildings,NA ,Tender,75.0,365.0,Salooni,176320.0,NA ,NA ,NA ,Executive Engineer Salooni Division HPPWD Salooni,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,1.0,ICICI BANK,PWD,EE Salooni letter No. 7124-7173 dated 08-08-2022,2022_PWD_63982_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,000",Nil,Nil,No,"1,54,600",No,fixed,,Nil,Nil,24-Aug-2022 10:00 AM,03-Sep-2022 11:30 AM,24-Aug-2022 10:00 AM,03-Sep-2022 11:00 AM,NA ,NA ,24-Aug-2022 10:00 AM,03-Sep-2022 11:00 AM,27-Sep-2022 11:30 AM,Executive Engineer,Executive Engineer Salooni Division HPPWD Salooni,1.0,299041.0,Pankaj Kapoor,INR,"7,123,345.98",Finance,Bid Opening Summary,Deepak Mahajan,06-Oct-2022 12:25 PM,finance_96403.pdf,BOQ Comparative Chart,1.0,298891.0,HIMTECH CONSTRUCTION CO,02-Sep-2022 10:42 AM,Rejected-Finance,Other Than Lowest,06-Oct-2022,Technical,Bid opening summary,Deepak Mahajan,22-Sep-2022 12:30 PM,technical_96403.pdf,PWD,2022_PWD_63982_1,EE Salooni letter No. 7124-7173 dated 08-08-2022,Construction of Veterinary Hospital at Bhalei Tehsil Salooni District Chamba HP,Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,22-Sep-2022 12:58 PM,27-Sep-2022 11:30 AM,techsummary_96403.pdf (1064.92 KB),Executive Engineer,Internal,Senior Assistant Superintendent HDM AE,Deepak Mahajan,06-Oct-2022 12:32 PM,finsummary_96403.pdf (18.13 KB),06-Oct-2022,"INR 7,727,650",365.0,Kumud Kumar Upadhyay,29-Mar-2024 03:19 PM,AL.pdf (950.00 KB),Award Letter
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,299041.0,Pankaj Kapoor,02-Sep-2022 09:28 PM,Accepted-AOC,Work in progress,29-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GSTR-3B of last preceding month or quarter as the case may be attached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit/Undertaking regarding not having two works in hand at the time of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff/Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 26.2 b of general and direction and as per schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
