Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy",Internal,,MRIDUL TALUKDAR,15-Feb-2022 06:16 PM,15-Feb-2022 06:20 PM,techsummary_36660.pdf (208.99 KB),Technical,Verified,MRIDUL TALUKDAR,15-Feb-2022 06:14 PM,technical_36660.pdf,1,130222,BARKAT ULLAH,18-Jan-2022 07:48 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,Public Works Roads Department,2021_PWD_23865_31,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Hajo_01 Construction of Road from RG Railway line to Boromboi on R/B Embankment of Puthimari under RIDF-XXVII of NABARD for the year 2021-22. (From ch. 47750m to 49020M),AOC,Public Works Roads Department,CEDEV/RIDFXXVII/210/2021-22/01,2021_PWD_23865_31,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"6,700","Empowered Officer, Assam State Road Board",GUWAHATI,No,29-Dec-2021 06:00 PM,19-Jan-2022 02:30 PM,29-Dec-2021 06:00 PM,19-Jan-2022 02:00 PM,29-Dec-2021 06:00 PM ,19-Jan-2022 02:00 PM ,07-Jan-2022 02:00 PM,19-Jan-2022 02:00 PM,15-Feb-2022 06:20 PM,1.0,DD - Demand Draft,RE_RIDF-XXVII_Hajo_01 Construction of Road from RG Railway line to Boromboi on R/B Embankment of Puthimari under RIDF-XXVII of NABARD for the year 2021-22. (From ch. 47750m to 49020M),RE_RIDF-XXVII_Hajo_01 Construction of Road from RG Railway line to Boromboi on R/B Embankment of Puthimari under RIDF-XXVII of NABARD for the year 2021-22. (From ch. 47750m to 49020M),Please refer Tender documents. ,NA ,"2,23,46,600",Civil Works,NA ,Tender,180.0,365.0,Hajo,781003.0,"Development Branch, O/o the Chief Engineer (Roads) ","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003 ",05-Jan-2022 12:00 PM ,"O/o the Chief Engineer (Roads), PWRD, Assam",No ,No,"Chief Engineer (Roads), PWRD, Assam","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003",1.0,Fee/PreQual/Technical,.pdf,Bid Security,"4,47,000",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,AOC
,,,,,,,,,,,,2,130377,BHASKAR JYOTI HALOI,19-Jan-2022 12:30 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document,,,,,,,AOC
,,,,,,,,,,,,3,130305,JANMI RAM SALOI,19-Jan-2022 09:08 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2022 06:14 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,AOC
,,,,,,,,,,,,4,130183,MP AGARWALA PVT.LTD,18-Jan-2022 06:39 PM,Accepted-AOC,Awaeded,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,.pdf,Standard Bidding Document,,,,,,,AOC
,,,,,,,,,,,,5,130122,M/S AGH CONSTRUCTIONS,18-Jan-2022 02:07 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantities,,,,,,,AOC
,,,,,,,,,,,,6,130170,M/S PATKAI CONSTRUCTIONS PRIVATE LIMITED,18-Jan-2022 05:27 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form Of Bid,,,,,,,AOC
,,,,,,,,,,,,7,130149,M/S S & J ASSOCIATES,18-Jan-2022 03:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-Feb-2022 06:14 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,130239,PURNANANDA BHATTACHARJYA,19-Jan-2022 10:20 AM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,129889,Safikur Rahman,17-Jan-2022 06:50 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,130184,Shyamol Das,18-Jan-2022 06:21 PM,Rejected-AOC,Rejected,17-Oct-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
