Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Summary,Manish Sehgal,15-Sep-2022 12:58 PM,finance_96140.pdf,BOQ Comparative Chart,1.0,297559.0,OASIS PROJECTS LIMITED,INR,"137,700,000",Technical,Summary,Manish Sehgal,06-Sep-2022 12:14 PM,technical_96140.pdf,1.0,297636.0,M.S JAGDISH CHAND GUPTA,27-Aug-2022 01:24 PM,Rejected-Finance,Bidder Rank-L3,15-Sep-2022 01:01 PM,Sh. Manish Sehgal,Internal,Anand Katoch AEtoEE Suresh Kumar HDM Naveen Kumar DAO Manjeet Kumar Sr Asstt,Manish Sehgal,15-Sep-2022 01:01 PM,finsummary_96140.pdf (135.41 KB),11-Oct-2022,"INR 137,700,000",546.0,Manish Sehgal,11-Oct-2022 03:53 PM,AOC.pdf (608.00 KB),AOC,PWD,2022_PWD_63805_1,NIT No.10646-10705 DT.11-08-2022-Bhawarna,Construction of Bairghatta to Duhak road Km 0/0 to 2/0 including 153.348 mtr. span (D/L) bridge over Neugal Khad at RD 0/930.,Sh. Manish Sehgal,Internal,Anand Katoch AEtoEE Suresh Kumar HDM Naveen Kumar DAO Manjeet Kumar Sr Asstt,Manish Sehgal,06-Sep-2022 12:16 PM,06-Sep-2022 03:00 PM,techsummary_96140.pdf (456.98 KB),AOC,O/o EE Bhawarna Division HPPWD Bhawarna,O/o EE Bhawarna Division HPPWD Bhawarna,PWD,NIT No.10646-10705 DT.11-08-2022-Bhawarna,2022_PWD_63805_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form.,"33,60,200",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,1.0,ICICI BANK,Construction of Bairghatta to Duhak road Km 0/0 to 2/0 including 153.348 mtr. span (D/L) bridge over Neugal Khad at RD 0/930.,C/o 153.348 mtr. C/C of bearing (5 span of 30 mtr span each) Double lane RCC Box Girder Bridge at RD 0/930.,Please refer Tender documents. ,NA ,"16,80,09,763",Civil Works - Bridges,NA ,Tender,75.0,546.0,Bhawarna,176083.0,NA ,NA ,NA ,O/o EE Bhawarna Division HPPWD Bhawarna,No ,No,1.0,Corrigendum,Other,,20-Aug-2022 10:00 AM,29-Aug-2022 03:00 PM,20-Aug-2022 10:00 AM,29-Aug-2022 11:00 AM,NA ,NA ,20-Aug-2022 10:30 AM,29-Aug-2022 11:00 AM,06-Sep-2024 05:56 PM,AOC
,,,,,,,,,,,,,,,,2.0,297559.0,OASIS PROJECTS LIMITED,28-Aug-2022 11:38 PM,Accepted-AOC,BID RANK-L1,11-Oct-2022 03:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,The valid enlistment/registration of contractor in appropriate class.,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,297755.0,Om Parkash Sharma And Sons,29-Aug-2022 10:16 AM,Rejected-Finance,Bidder Rank-L2,15-Sep-2022 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Registration Copy of (Tax/GST/PAN).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Balance Sheet for the last five years duly signed by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Tax clearance certificate (TCC) issued from the GST and Taxation Deptt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that informations furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HP.PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and list of technical staff.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
