Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,01-Jul-2022 04:04 PM,finsummary_93500.pdf (446.30 KB),05-Jul-2022,"INR 1,863,358",60.0,Vijay Kumar Aggarwal,11-Oct-2022 05:02 PM,AOC_61959_1.pdf (423.00 KB),Awarded to Sh. Hari Singh,PWD,2022_PWD_61959_1,NAHAN 2419-48,A/R and M/o Nahan Dadahu Haripurdhar Road Km 25/0 to 36/0 and Malgon to Shilnu Kailash Road Km 0/0 to 4/0,Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,30-Jun-2022 04:29 PM,30-Jun-2022 04:30 PM,techsummary_93500.pdf (858.42 KB),1.0,289339.0,HARI SINGH,INR,"1,950,400",Finance,Financial Bids were opened on 30.06.2022,Vijay Kumar Aggarwal,01-Jul-2022 04:02 PM,None,BOQ Comparative Chart,Technical,TECHNICAL SUMMARY,Vijay Kumar Aggarwal,30-Jun-2022 04:27 PM,technical_93500.pdf,1.0,289337.0,GIAN CHAND,30-Jun-2022 09:51 AM,Rejected-Finance,L2,01-Jul-2022 04:04 PM,AOC,22-Jun-2022 05:00 PM,30-Jun-2022 11:00 AM,22-Jun-2022 05:00 PM,30-Jun-2022 10:00 AM,NA ,NA ,22-Jun-2022 05:00 PM,30-Jun-2022 10:00 AM,30-Jun-2022 04:30 PM,PWD,NAHAN 2419-48,2022_PWD_61959_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"35,500",No,fixed,,Nil,Nil,A/R and M/o Nahan Dadahu Haripurdhar Road Km 25/0 to 36/0 and Malgon to Shilnu Kailash Road Km 0/0 to 4/0,Repair of Pot Holes,As per Bidding Documents ,NA ,"18,63,358",Civil Works - Roads,NA ,Tender,75.0,60.0,Nahan,173001.0,NA ,NA ,NA ,HPPWD Division Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Receipt of Cost of Tender and Earnest Money Payment,1.0,ICICI BANK,500.0,Nil,Nil,No,Executive Engineer,Executive Engineer HPPWD Division Nahan,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,289339.0,HARI SINGH,30-Jun-2022 09:55 AM,Accepted-AOC,L1,11-Oct-2022 05:03 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and EPF Registration,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Acknowledgement of up to date filed GST Return,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and List of Technical Staff,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of Bid HPPWD-8,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of not having more than 2 Works-in-Hand,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding Correctness of Documents,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contact Detail i.e. e-mail ID and Mobile No. of the Bidder,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity in .xls Format,,,,,,,,,AOC
