Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.2,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date
Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,03-Sep-2022 05:18 PM,technical_96283.pdf,1,297868,Arjun Singh Govt Contractor,27-Aug-2022 03:52 PM,Rejected-Finance,Not L-1,27-Sep-2022,1.0,297940.0,Atul Shrma,INR,"1,850,417.1",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,09-Sep-2022 03:56 PM,finance_96283.pdf,BOQ Comparative Chart,10-Oct-2022,"INR 2,643,453",60.0,Baldev Singh,13-Apr-2023 01:23 PM,Awardletter.pdf (937.00 KB),Awardletter,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Jagdeep Singh Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,27-Sep-2022 06:54 PM,finsummary_96283.pdf (942.86 KB),"Er. S.P. Dhiman, EE",Internal,"Er. Kuldeep Singh AE to EE Amit Singh DAO Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Arvind Chaudhary,06-Sep-2022 05:18 PM,08-Sep-2022 10:00 AM,techsummary_96283.pdf (617.02 KB),PWD,2022_PWD_63900_1,Job 4 Construction of link road connecting Gurudwa,"Job 4 Construction of link road connecting Gurudwaras i.e. Girgira Sahib, Roti Ram ka Dera, Rangi Ram Ka Dera and Tahli Sahib Under Haroli Constituency Distt. Una km. 0-/0 to 9-/700 Sub Head C./O Link road Girgira Sahib to Rangi Ram Ka Dera for For","47,200",No,fixed,,Nil,Nil,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,Job 4 Construction of link road connecting Gurudwa,2022_PWD_63900_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,1.0,ICICI BANK,"Job 4 Construction of link road connecting Gurudwaras i.e. Girgira Sahib, Roti Ram ka Dera, Rangi Ram Ka Dera and Tahli Sahib Under Haroli Constituency Distt. Una km. 0-/0 to 9-/700 Sub Head C./O Link road Girgira Sahib to Rangi Ram Ka Dera for For","Job 4 Construction of link road connecting Gurudwaras i.e. Girgira Sahib, Roti Ram ka Dera, Rangi Ram Ka Dera and Tahli Sahib Under Haroli Constituency Distt. Una km. 0-/0 to 9-/700 Sub Head C./O Link road Girgira Sahib to Rangi Ram Ka Dera for For",Please refer to Bidding Documents ,NA ,"26,43,453",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,23-Aug-2022 05:00 PM,29-Aug-2022 11:00 AM,23-Aug-2022 05:00 PM,29-Aug-2022 09:00 AM,NA ,NA ,23-Aug-2022 05:00 PM,29-Aug-2022 09:00 AM,08-Sep-2022 10:00 AM
,,,,,2,297446,Ashwani Kumar,28-Aug-2022 02:42 PM,Rejected-Finance,Not L-1,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,297940,Atul Shrma,28-Aug-2022 08:23 AM,Accepted-AOC,ok,13-Apr-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,297604,Balbir Singh Govt Contractor,27-Aug-2022 11:57 AM,Rejected-Finance,Not L-1,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,297467,Charanjeet Singh Govt Contractor,25-Aug-2022 10:56 PM,Rejected-Finance,Proceeding as per Draw of Lots,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6,297546,Harpal Singh,26-Aug-2022 11:24 AM,Rejected-Finance,Not L-1,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7,297937,MAHESH ANGRA,28-Aug-2022 05:53 PM,Rejected-Finance,Proceeding as per Draw of Lots,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,297854,Nitish Thakur,27-Aug-2022 09:16 PM,Rejected-Finance,Proceeding as per Draw of Lots,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,297273,PRABHJOT SINGH GOVT CONTRACTOR,27-Aug-2022 09:33 AM,Rejected-Finance,As per Proceeding Draw of Lots,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10,298010,Prafull Bedi,29-Aug-2022 12:08 AM,Rejected-Finance,Not L-1,27-Sep-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
