Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),21-Mar-2022 04:30 PM,29-Mar-2022 11:00 AM,21-Mar-2022 05:00 PM,29-Mar-2022 10:30 AM,NA ,NA ,21-Mar-2022 05:00 PM,29-Mar-2022 10:30 AM,31-Mar-2022 03:00 PM,Periodical renewal to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road (MDR-94)km.0/0 to 26/500. (SH-Providing and laying 50mm.Thick penetration macadam in essential reaches and 30mm.Thick bituminous concrete in km.14/0 to 15/0). under AMP 22-,Periodical renewal to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road (MDR-94)km.0/0 to 26/500. (SH-Providing and laying 50mm.Thick penetration macadam in essential reaches and 30mm.Thick bituminous concrete in km.14/0 to 15/0). under AMP 22-,Please refer tender document ,NA ,"23,97,500",Civil Works - Roads,NA ,Tender,75.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii)Earnest money- schedule f at sr. No. (i),PWD,Tender/2021-22-13485-13534 dated 14.03.2022,2022_PWD_58314_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,500.0,Nil,Nil,No,"43,500",No,fixed,,Nil,Nil,AOC,1.0,272562.0,Chanana Cont. Works,28-Mar-2022 08:38 PM,Rejected-Finance,L2,19-Apr-2022 12:14 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,31-Mar-2022 11:42 AM,technical_88207.pdf,1.0,271751.0,Manoj Chawla,INR,"2,236,310",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,19-Apr-2022 10:52 AM,finance_88207.pdf,BOQ Comparative Chart,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,31-Mar-2022 12:21 PM,31-Mar-2022 03:00 PM,techsummary_88207.pdf (893.59 KB),PWD,2022_PWD_58314_3,Tender/2021-22-13485-13534 dated 14.03.2022,Periodical renewal to Paonta Puruwala Singhpura Bhagani Gojjar Dakpathar road (MDR-94)km.0/0 to 26/500. (SH-Providing and laying 50mm.Thick penetration macadam in essential reaches and 30mm.Thick bituminous concrete in km.14/0 to 15/0). under AMP 22-,31-Oct-2022,"INR 2,397,500",90.0,Kishan Lal Chaudhary,31-Oct-2022 11:40 AM,aoc.pdf (968.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. B.S. Rawat Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,19-Apr-2022 12:14 PM,finsummary_88207.pdf (303.22 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 24.3,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC,2.0,273536.0,H. C. Bansal Engg. & Contt.,29-Mar-2022 02:20 AM,Rejected-Finance,L4,19-Apr-2022 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration(Refer General Rule No.24.4)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,271751.0,Manoj Chawla,28-Mar-2022 04:11 PM,Accepted-AOC,Work Completed,31-Oct-2022 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,272920.0,M/S Sharma Enterpirses,28-Mar-2022 11:58 PM,Rejected-Finance,L3,19-Apr-2022 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18(i.e.R.C,purchase bills,ownership/Affidavit etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,If contractor has not his own machinery and takes it on hire basis then affidavit required from owne,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
