Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"5,000",MD HPSHHCL,Shimla,No,15-Mar-2022 05:00 PM,30-Mar-2022 12:30 PM,16-Mar-2022 10:00 AM,29-Mar-2022 05:00 PM,NA ,NA ,16-Mar-2022 10:00 AM,29-Mar-2022 05:00 PM,22-Apr-2022 03:10 PM,1.0,Fee/PreQual/Technical,.pdf,Documents as mentioned in the tender document,supply and installation of Gym Gymnastic equipments outdoor Gym and children park sliders swings climbers and other related equipments,supply and installation of Gym Gymnastic equipments outdoor Gym and children park sliders swings climbers and other related equipments,Please refer Tender documents. ,NA ,,Machineries,NA ,Tender,380.0,30.0,HP State Handicrafts and Handloom Corpn Kasumpti,171009.0,NA ,NA ,NA ,SDA Commercial Complex Kasumpti,No ,No,"1,00,000",No,fixed,,MD HPSHHCL,Shimla,1.0,DD - Demand Draft,MD HPSHHCL,HP State Handicrafts and Handloom Corporation Ltd SDA Commercial Complex Kasumpti Shimla,H.P. State Handicrafts and Handloom Corproation Ltd.,HPSHHC 272 (9/EM),2022_HPSHC_58004_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,yogesh gupta,Internal,AO PA INCHARGE,Yogesh Gupta,11-May-2022 04:15 PM,finsummary_87592.pdf (669.29 KB),1.0,273094.0,HIMDEV BUSINESS SOLUTIONS PRIVATE LIMITED,INR,0.0,H.P. State Handicrafts and Handloom Corproation Ltd.,2022_HPSHC_58004_1,HPSHHC 272 (9/EM),supply and installation of Gym Gymnastic equipments outdoor Gym and children park sliders swings climbers and other related equipments,Raj Kumar,Internal,IC MANDI PA,Yogesh Gupta,22-Apr-2022 03:07 PM,22-Apr-2022 03:10 PM,techsummary_87592.pdf (624.33 KB),1,273683,BEFIT INTERNATIONAL,29-Mar-2022 04:36 PM,Rejected-Technical,disqualified,22-Apr-2022 03:07 PM,13-Oct-2022,"INR 5,000,000",365.0,Yogesh Gupta,13-Oct-2022 04:11 PM,aoc.pdf (9377.00 KB),aoc,Finance,Financial Bid Opening Summary,Yogesh Gupta,07-May-2022 03:48 PM,finance_87592.pdf,BOQ Comparative Chart,Technical,summary,Yogesh Gupta,22-Apr-2022 02:58 PM,technical_87592.pdf,AOC
,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,273160.0,Suresh Scientific traders,INR,0.0,,,,,,,,,,,,2,273094,HIMDEV BUSINESS SOLUTIONS PRIVATE LIMITED,26-Mar-2022 01:17 PM,Accepted-AOC,lowest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,273179.0,UTKARSH ENTERPRISES,INR,0.0,,,,,,,,,,,,3,273747,mahaluxmi medical agencies,29-Mar-2022 03:20 PM,Rejected-AOC,highest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,273657,MANDAV AKSHAY URJA SHOP,29-Mar-2022 11:55 AM,Rejected-Technical,disqualified,22-Apr-2022 03:07 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,273512,M/s Neha Creations,29-Mar-2022 04:09 PM,Rejected-Finance,HIGH RATE,11-May-2022 04:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,273485,M SONS STEEL FURNITURE INDUSTRY,29-Mar-2022 03:38 PM,Rejected-AOC,highest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,272406,"Parvati Medical Store, Shamshi Kullu",29-Mar-2022 11:28 AM,Rejected-AOC,highest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,273147,Radhika Enterprises,29-Mar-2022 10:40 AM,Rejected-Finance,HIGH RATE,11-May-2022 04:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,273701,SUPER DELUXE SPORTS INDUSTRIES,29-Mar-2022 03:16 PM,Rejected-AOC,highest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,273160,Suresh Scientific traders,26-Mar-2022 06:54 PM,Accepted-AOC,lowest,13-Oct-2022 04:17 PM,,,,,,,,,,,,,,,,,,,AOC
