S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,240133.0,AAJCO ENERGY PRIVATE LIMITED,INR,"4,479,008",HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,2021_HPSEB_52546_1,SSD 483/2021,SSD 483/2021,Er. KK Bhardwaj,Internal,"SE, Sr. XEN, AE, AAO",Puneet Chaudhary,17-Oct-2022 04:42 PM,finsummary_78549.pdf (191.64 KB),1.0,240133.0,AAJCO ENERGY PRIVATE LIMITED,30-Oct-2021 04:39 PM,Accepted-AOC,L1,17-Oct-2022 04:46 PM,Er. K. K Bhardwaj,Internal,"SE, Sr. XEN, AE. AO",Narender Pal Abrol,07-Jan-2022 03:43 PM,07-Jan-2022 03:45 PM,techsummary_78549.pdf (191.59 KB),Technical,Tender SSSD-483 has been opened,Narender Pal Abrol,09-Dec-2021 04:07 PM,technical_78549.pdf,Finance,Opened,Narender Pal Abrol,07-Jan-2022 03:51 PM,None,BOQ Comparative Chart,17-Oct-2022,"INR 4,479,008",180.0,Puneet Chaudhary,17-Oct-2022 04:45 PM,AAJCO.pdf (1171.00 KB),AOC,"10,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,1.0,Corrigendum4,Date,,Er. K. K. Bhardwaj,"Superintending Engineer (Design), Electrical System, HPSEB Ltd., Hamirpur-177001","36,000",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD 483/2021,2021_HPSEB_52546_1,Yes,Open Tender,Fixed-rate,Goods,2.0,No,No,Online,No,No,No,SSD 483/2021,"DESIGN, MANUFACTURE, TESTING AT MANUFACTURERS WORKS , DELIVERY AT F.O.R. DESTINATION STATIONS AND SUPERVISION OF ERECTION, TESTING AND COMMISSIONING TUBULAR STORAGE LMLA BATTERIES OF VARIOUS RATINGS FOR VARIOUS SUB STATIONS IN HIMACHAL PRADESH",As per Clause No. 7 of NIT ,NA ,"36,00,000",Electrical Work/ Equipment,NA ,Tender,240.0,180.0,VARIOUS SUB -STATIONS IN HIMACHAL PRADESH,177001.0,Hamirpur ,"Superintending Engineer (Design), Electrical System, HPSEB Ltd., Hamirpur-177001 ",27-Sep-2021 11:00 AM ,Hamirpur,No ,No,21-Sep-2021 03:00 PM,09-Dec-2021 03:00 PM,21-Sep-2021 03:05 PM,09-Dec-2021 01:00 PM,NA ,NA ,09-Oct-2021 09:00 AM,09-Dec-2021 01:00 PM,07-Jan-2022 03:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Test Reports,2.0,Amendment,Technical Bid,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List of Past Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.xls,GTPs and Technocommercial Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,No Technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"Abstract of Financial Qualifying requirements such as turnover, bank solvency and bid capacity etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,"Firm Registration certificate, GST Registration, PAN Card, ITRs and Non Blacklisting certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Tender Form and Tender Performa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.rar,Any other documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,PERFORMANCE CERTIFICATE OF OFFERED RATING OF SAME /HIGHER VOLTAGE CLASS EQUIPMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
