Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"2,500",Nil,Nil,No,1.0,Pre bid Minutes,Other,,CE PMU JSV Mandi,CE PMU JSV Mandi,29-Apr-2022 06:30 PM,27-May-2022 11:30 AM,29-Apr-2022 06:30 PM,27-May-2022 11:00 AM,NA ,NA ,29-Apr-2022 06:30 PM,27-May-2022 11:00 AM,30-Jun-2022 01:50 PM,1.0,ICICI BANK,S4 Engineering procurement construction testing commissioning trial run and operation and maintenance of various components Augmentation and Improvement of WSS for group of Trans Giri Panchayats in Tehsil Paonta Sahib,Engineering procurement construction testing commissioning trial run and operation and maintenance of various components Augmentation and Improvement of WSS for group of Trans Giri Panchayats in Tehsil Paonta Sahib,as per Tender documents ,NA ,"52,24,83,000",Civil Works,NA ,Tender,180.0,730.0,Paonta Sahib,173025.0,CE PMU JSV Mandi ,CE PMU JSV Mandi ,11-May-2022 11:30 AM ,CE PMU JSV Mandi,No ,No,"52,24,000",No,fixed,,Nil,Nil,1.0,Fee,.pdf,Bid Security,HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,277-326,2022_HPIPH_60159_1,Yes,Global Tenders,Item Rate,Works,3.0,No,No,Online,No,No,No,AOC,ENC P JSV Mandi,Internal,CE PMU JSV Mandi CE Shimla SE Nahan SE ENCP SE PMU EE ENCP EE PMU EE Paonta EE Shilai Dy Controller PMU Mandi,Suresh Mahajan,12-Sep-2022 12:39 PM,finsummary_90940.pdf (3187.04 KB),HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,2022_HPIPH_60159_1,277-326,S4 Engineering procurement construction testing commissioning trial run and operation and maintenance of various components Augmentation and Improvement of WSS for group of Trans Giri Panchayats in Tehsil Paonta Sahib,1.0,283408.0,Kashmirilal Constructions Pvt. Ltd.,INR,"662,240,706",15-Oct-2022,"INR 681,549,706.22",730.0,Suresh Mahajan,15-Oct-2022 02:01 PM,awards4.pdf (973.00 KB),AOC,Finance,Proceeding,Suresh Mahajan,12-Sep-2022 12:35 PM,finance_90940.pdf,BOQ Comparative Chart,Technical,Proceeding Technical S4,Suresh Mahajan,30-Jun-2022 01:40 PM,technical_90940.pdf,EnC P JSV Mandi,Internal,CE PMU Mandi CE Shimla SE Nahan SE EnC P Mandi SE PMU Mandi EE Shilai EE EnC P Mandi EE PMU Mandi,Suresh Mahajan,30-Jun-2022 01:43 PM,30-Jun-2022 01:50 PM,techsummary_90940.pdf (1367.87 KB),1.0,283397.0,HARJEET SINGH,24-May-2022 07:43 PM,Rejected-Finance,L2,12-Sep-2022 12:39 PM,AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Cost Form,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,283408.0,Kashmirilal Constructions Pvt. Ltd.,26-May-2022 03:37 PM,Accepted-AOC,Accepted,15-Oct-2022 02:02 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration with JSV HP,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,283725.0,Unipro Techno Infrastructure Pvt Ltd,26-May-2022 12:28 PM,Rejected-Finance,L3,12-Sep-2022 12:39 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of EPF,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover of last three years,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid form as per Chapter IV of form 12,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of having Similar nature of work,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN GST EPF,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding DSC,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of undertaking as per Chapter IV of form 12,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Make Model of the proposed pumping machinery,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Flow diagram of WTP,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
