Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Minutes of the tender committee,Nabir Ali,28-Jun-2017 12:28 PM,technical_3606.pdf,1,13289,Bindals Papers Mills Limited,31-May-2017 12:02 PM,Not Admitted-Finance,Price Bid not complied,15-Mar-2018 01:20 PM,Elementary Education Department||Assam State Textbook Production and Publication Corporation Ltd.,2017_DEE_2285_1,ATC/P/640/2017/1903-06 Dated 20-05-2017,e-TENDER FOR MAPLITHO TEXT PAPER AND MG COVER PAPER for 2018 School session,AOC,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,"10,000","MD, ASTPPC Ltd",Guwahati,No,Elementary Education Department||Assam State Textbook Production and Publication Corporation Ltd.,ATC/P/640/2017/1903-06 Dated 20-05-2017,2017_DEE_2285_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Offline,No,No,No,0.0,No,fixed,,Nil,Nil,1.0,DD - Demand Draft,20-May-2017 05:00 PM,01-Jun-2017 01:00 PM,20-May-2017 05:00 PM,31-May-2017 01:00 PM,NA ,NA ,23-May-2017 11:00 AM,31-May-2017 01:00 PM,30-Jun-2017 01:00 PM,"MD, ASTPPC Ltd.","ASTPPC Ltd., Panbazar, Guwahati-01",1.0,Modified Technical Bid,Other,,e-TENDER FOR MAPLITHO TEXT PAPER AND MG COVER PAPER for 2018 School session,e-TENDER FOR MAPLITHO TEXT PAPER AND MG COVER PAPER for 2018 School session,Please Refer to Tender Document ,NA ,0.0,Supply of Materials,NA ,Tender,90.0,60.0,Guwahati,781001.0,NA ,NA ,NA ,"ASTPPC Ltd., Panbazar, Guwahati-01",No ,No,AOC
,,,,,2,13293,ITC Limited PSPD,31-May-2017 12:46 PM,Not Admitted-Finance,Price Bid not complied,15-Mar-2018 01:20 PM,,,,,AOC,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,2.0,Modification of NIT and bid document,Technical Bid,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,13257,Katyayini Paper Mills Pvt Ltd,29-May-2017 07:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jun-2017 12:28 PM,,,,,AOC,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,13273,Khanna Paper,30-May-2017 06:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jun-2017 12:28 PM,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,13276,K R PULP AND PAPERS LTD,30-May-2017 10:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jun-2017 12:28 PM,,,,,AOC,,,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,13285,N R Agarwal Industries Ltd.,31-May-2017 12:12 PM,Accepted-AOC,Awarded,15-Mar-2018 01:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,13170,SATIA INDUSTRIES LIMITED,31-May-2017 11:02 AM,Accepted-AOC,Awarded,15-Mar-2018 01:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,13184,SHAH PAPER MILLS LTD.,31-May-2017 12:30 PM,Accepted-AOC,Awarded,15-Mar-2018 01:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,13166,SHUBHI,26-May-2017 06:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Jun-2017 12:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,13278,Star Papers Mills Limited,31-May-2017 11:13 AM,Accepted-AOC,Awarded,15-Mar-2018 01:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,11,13271,Trident Limited,31-May-2017 11:52 AM,Accepted-AOC,Awarded,15-Mar-2018 01:36 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
